hotelID,hotelName
102,松雨汽車旅館
103,好天旅店民宿
104,QK 庭園汽車旅館
105,美樂地汽車旅館
106,沐尼斯 Tainan Nice
107,旅居文旅-中壢館|桃園機場接送|高鐵飯店聯票|（Hub Hotel-Zhongli-Taoyuan Airport /HSR Station） 商務客房、親子家庭房、單人房
108,東京國際飯店
109,幸福工廠民宿
110,微陽花弄
111,興隆幸福小屋
112,盧卡花園
113,全家歡旅店
114,三義幸福小築民宿 Sanyi Happiness B&B-三義好客民宿
115,棕櫚小築渡假旅店
116,九份民宿雲海雅筑
117,歐香園
118,花見幸福莊園
119,迎迎 winwin 民宿
120,池鄉雅築
121,永豐棧酒店大墩館
122,World Scholar House
123,花蓮五指山民宿(信義館)
124,樂點蔬食民宿
125,嘉德利雅民宿
126,淡水藍色水岸海景旅店 (Blue Riverside Hotel)
127,二月花食餐飲民宿
128,薇肯商旅
129,初旭民宿 First Sun
130,"同．居 With Inn HosteL, Kaohsiung 高雄合法民宿｜青年旅館"
131,情覓精品汽車旅館
132,綠島好望角無敵海景民宿
133,華山觀止-虫二行館
134,利河伯圖書之家-人氣推薦王功漁港生態旅遊民宿住宿推薦 蚵車海牛 特色小吃美食推薦
135,視界民宿-(花蓮市)人氣優質推薦市區民宿 電梯民宿 情侶住宿 火車後站民宿 B&B 平價民宿 花蓮市區民宿住宿
136,町記憶旅店3館 Cho Hotel 3
137,力麗馬告生態園區棲蘭山莊
138,Royal Sonesta Washington DC
139,三枝的家
140,山口溫泉飯店
141,Small House Villa
142,站前綠地浪漫城堡民宿
143,鈴の宇 月眉 Revika B&B
144,大成商務飯店
145,Gugis Inn
146,水頭客棧1館
147,北方札特 North Zart 宜蘭民宿
148,六本木MOTEL(建華館）
149,綠野仙蹤民宿
150,車城背包客棧
151,小時光之朵朵雲民宿
152,威妮斯汽車商務旅館
153,美麗時光 Maritime B&B
154,花蓮真愛橙品民宿
155,幸福驛
156,Fun Car『放假』民宿
157,寨酌然 野奢庄園 the Forest museum
158,台北麗都飯店
159,台北碧瑤飯店
160,愛上龍過脈
161,高速汽車旅館
162,玉里多美麗民宿 Yulibnb-合法民宿備有專屬停車場
163,麟閣旅店
164,天成文旅-繪日之丘
165,Aroundthetree Hermitage Manor
166,鍾鼎山林
167,致穩人文商旅飯店
168,成功66民宿
169,月芽灣小棧
170,恆春機場民宿
171,花蓮新宿民宿
172,東港大益火車民宿
173,旅港汽車旅館
174,金門青年活動中心
175,U.I.J Hotel & Hostel - 友愛街旅館
176,福華旅邸
177,台中金典酒店
178,羅東夜市祕境13民宿 Mystery13 B&B
179,米都商務飯店
180,憧憬園
181,九份舊黃金山城
182,希臘仙境民宿-團體包棟 多人住旅宿(人氣必住推薦)
183,和逸飯店‧高雄中山館 HOTEL COZZI Zhongshan Kaohsiung
184,明琴清境山莊
185,美女陳的家2館
186,Tin-Tin's Home 庭庭豐旅舍
187,風中奇緣民宿
188,大溪三橋渡假旅店
189,Yumi旅店
190,士林厝 Shihlin Home
191,鹿港安順19旅居 Anson 19
192,礁溪若水溫泉旅館
193,高雄萬豪酒店 KAOHSIUNG MARRIOTT HOTEL
194,55據點 背包客棧＆露天咖啡館
195,林兜秘境民宿
196,晏京精品旅館
197,Wu-Liu-farm B&B
198,星光庭園民宿
199,四季旅宿
200,澎湖'曬日子宿物所 Sundays B&B
201,台東民宿-熊站旅宿
202,采莓行館
203,南灣夢想家精緻旅店 (Dreamer Boutique Hotel)
204,御宿商旅-明華館
205,后里麗寶#Simu喜沐
206,逐雲水岸民宿
207,光復晶暘屋民宿
208,紅橋民宿
209,散步strolling
210,Star Hostel Taipei East 合星青年旅館
211,環球皇家飯店 Universal Royal Hotel
212,宜蘭民宿-夏天渡假屋
213,澎湖愛的3次方渡假別墅
214,SMOKY煙燻烤肉
215,高雄商旅URBANHOTEL33
216,台北華國大飯店
217,輕風日和民宿-Sunny Breezy Guest House
218,奇異果快捷旅店 - 捷運文心店 (逢甲1店)
219,樂利民宿
220,厝味民宿
221,狀元樓商務旅店 / 機車出租
222,清境民宿‧綠野國度
223,翔婷茶工坊-登坊輕生活
224,東岡秀川湯之館
225,Regent Taipei 台北晶華酒店
226,華欣商務飯店
227,馬告的傳奇民宿 露營區
228,墾丁羊角村
229,公園綠驛 Park Oasis
230,吉院子民宿
231,CK Serviced Residence
232,La Vida Hotel
233,大瀧精緻商務會館
234,綠楊景觀溫泉山莊
235,一等好旅店
236,曼波•大宅門 精緻旅店
237,Easy B&B hotel Jiufern
238,墾丁富麗敦飯店
239,Taichung 213 corner homestay
240,非杋精品汽車旅館
241,金谷倉民宿
242,金格渡假民宿．南投集集民宿
243,荷風藍亭民宿
244,星晟棧渡假飯店
245,AHIRUYAH 鴨家青年旅館
246,Apple Hotel
247,洗洗睡民宿 sleep in
248,黎亞兒民宿
249,GREEN INN 綠棧 墾丁民宿
250,晴喧小築民宿
251,許家莊園民宿
252,擁翠田園民宿
253,亞曼尼義麵
254,小琉球樂嶼海景民宿
255,伊都汽車旅館
256,太魯閣天祥青年活動中心
257,角樓洋房
258,東驛商旅西寧館
259,悅川酒店
260,自遊旅人背包客民宿
261,蘭嶼 嵐羽民宿
262,燕賓大旅社
263,Flower Angel - Tainan
264,三義民宿石濤園
265,悠宅SPA養生會館
266,台南民宿-亞特旅店
267,貴築精品汽車旅館
268,雜院
269,明光旅館
270,東芳蒂旅店
271,台北柔美精品商旅 Taipei Roumei Boutique Hotel
272,小琉球雲朵Home B&B 包棟 小琉球民宿 住宿推薦
273,漫漫小城
274,品文旅 礁溪 HOTEL PIN Jiaoxi
275,南院旅墅
276,二分地民宿
277,Good9stay
278,沐楓商旅 Hotel MU
279,宜蘭頭城賞鯨之家
280,Song Ping Resort
281,綠島海豬宅民宿
282,卓也小屋渡假園區
283,Paris Villa Building B
284,米堤Motel-屏東館
285,羅東好棧
286,Chinbe D.S House B&B
287,依之園民宿
288,水舍水厝
289,池塘邊邊民宿
290,慢果旅宿
291,台東幸福調色盤民宿
292,月夢田 花樹營區
293,藍洋洋的家
294,豐達大樓
295,旅人驛站中正藏書館
296,小半碗生活坊
297,墾丁鞍山庭園 Kenting Anshantinyuan INN
298,拼圖民宿 Puzzle
299,康橋大飯店-台東館
300,花田民宿
301,虎山溫泉
302,後山拾光民宿
303,萬龍大旅社
304,野農民宿 B&B
305,墾丁H會館
306,墾丁的大紅花 Hibiscus Cottage KT
307,池上青庭民宿
308,川湯春天旗艦館
309,後灣發宅FaHaus
310,小琉球民宿 | 17 幸福民宿
311,花漾水舞精品溫泉會館
312,夏日瘋民宿
313,愛上藍與白-宜蘭包棟民宿
314,馥俐商旅 (防疫旅館編號:03032)
315,SL 飯店
316,一舟浪館
317,臻愛風情汽車旅館
318,玫瑰園原泉湯屋 - 礁溪溫泉首選
319,監獄文旅
320,幸福海民宿2館
321,棚棚屋 小空間住藝術 室內帳篷民宿
322,華僑的家民宿
323,旅.Highway
324,Pure純境
325,童伴親子民宿
326,趣淘漫旅 HOTEL CHAM CHAM 台南
327,高雄設計旅店 PAPO'A HOTEL 帕鉑舍旅
328,The New Days
329,水畔星墅時尚會館
330,韖旅店
331,藝術進駐 ART STATION X RESIDENCE
332,梨山賓館
333,雅格汽車旅館
334,平溪紅裡子民宿
335,Dongdong B&B
336,叭哩沙喃民宿
337,儷都大飯店
338,Surfing Holiday
339,拉拉山5.5K農莊
340,星行旅～原創彩繪旅宿
341,喵的啦民宿
342,海藍藍庭園咖啡民宿
343,長屋民宿
344,紡浪人B&B
345,東海旅社
346,海豚灣海景民宿
347,蘇宅旅店
348,金紅日民宿
349,羅東夜市
350,和風時尚VILLA會館
351,新天山茶業Alishan Tea Homestay
352,雙心民宿
353,綠島蛙鳴52民宿 ( Frogcroak 52 )
354,星旅行
355,香風民宿
356,甘露製茶廠民宿
357,hotelpoispois
358,幸運草民宿
359,谷關溫泉飯店
360,花蓮旅行者之家站前民宿
361,林居民宿
362,Little Prince B&B
363,綠島彩虹民宿
364,苗甫民宿
365,天闊溫泉SPA會館
366,藍白式度假民宿
367,雲林古坑‧河岸咖啡民宿
368,簡單．Easy Inn
369,高雄西子灣快樂角背包客棧 Happy Cape Hostel
370,劍橋南商教師會館
371,微風家園民宿
372,屏南會館 屏南民宿
373,登豐米蘭商務旅店
374,巷邸 Wonderland
375,四季花園 歐風館
376,芹壁望海樓民宿
377,怡蘭精品旅館
378,日月潭活盆地觀景民宿
379,芳晨溫泉渡假村
380,Orient Luxury Villa Motel
381,G House
382,竹高屋
383,忘了飛羽居
384,清境英格曼花園民宿
385,水牛想睡
386,Happy House
387,1068 villa 私人會館
388,悠活貳參海景民宿
389,Sogo Apartment
390,希格瑪花園城堡
391,漁人碼頭休閒旅館
392,紅磚屋特色民宿 Red Brick Villas
393,貓咪太太與樹懶先生
394,左岸121民宿
395,曙光民宿
396,車城 晴天民宿（親子民宿＆環島住宿）
397,京站美麗會館住宿
398,麗馨商旅七賢館
399,波賽頓希臘城堡Poseidontw
400,清境青青草原客棧
401,H.m. ホテル
402,EZday民宿，人文、創意、旅遊。
403,澎湖月裡民宿
404,小琉球鑽寶民宿
405,The Door Inn
406,塔木德酒店台南館
407,The OLD ROYAL老皇家泰國餐廳
408,銅鑼．响銅鑼民宿
409,水田園農莊
410,自然捲北歐風格旅店
411,海韵閣民宿
412,香城大飯店松山店
413,在水一方 湖畔小屋
414,地球村背包民宿
415,安平貝殼宿
416,路徒Plus行旅 主題館 Roaders Plus Hotel THEME
417,維納斯女子舒壓生活館（SPA/Sauna)
418,金鷺民宿
419,星宿渡假別墅
420,欣欣民宿
421,台南愛戀鄉村風
422,Art Hotel
423,金門平安居民宿
424,漫遊趣 民宿
425,高雄住宿-美麗島音樂城
426,立鼎商旅
427,台東葡萄園民宿
428,艾比莎渡假旅店
429,OwlStay FlipFlopHostel Garden(故事所 夾腳拖的家）
430,Seek Place Hostal
431,Moon 2 Tainan
432,天成文旅 華山町 Hua Shan Din by Cosmos Creation
433,知本金聯世紀酒店
434,柯達大飯店 台北松江
435,Bell Cottage B&B 貝爾莊園民宿（鹿台二館）
436,和逸飯店‧台北忠孝館 HOTEL COZZI Zhongxiao Taipei
437,文藝復興古歐洲別墅
438,清境雲海景觀渡假山莊
439,美女陳的家民宿
440,青森精品商旅
441,【Enjoy Sleep Hostel】 享睡國際背包客棧 in Taitung
442,看見幸福民宿
443,怡品商旅 Eastin Taipei Hotel
444,丰綺會館 Feng-Chi inn
445,Celebrity Hotspring Hotel
446,馬亨亨民宿
447,筆筒樹山莊
448,蔚藍海域All Blue
449,365.合日旅所 365.Hostel
450,The One Villa 樂灣民宿
451,知本赫克力士親子民宿
452,楓茂精緻民宿
453,中央飯店
454,台南荷米‧輕洋樓 Ho.Me-Easyhouse
455,綠島微風民宿
456,鹿台民宿
457,高雄御宿楠梓館
458,台中走跳公寓
459,夏優旅居-駁二館
460,25Inn墾丁龍潭湖畔旅店
461,福田瓦舍Villa
462,日月潭 春雨山房民宿
463,太平山好望角景觀別墅
464,友積11號農村民宿
465,Fun Trip-福美海景渡假民宿 Ι 台東旅遊住宿附租車服務 Ι 2022台東熱氣球 Ι
466,五葉松民宿-花蓮市區民宿/花蓮市電梯民宿/花蓮包棟民宿/花蓮套裝行程/
467,清境山林茶舍民宿
468,津沙古街客居
469,薆悅酒店五權館
470,皇家玫瑰旅館－林森館（原玫瑰精品旅館）
471,NYS LOFT HOTEL 南陽街壹號
472,女王萬歲民宿
473,台北北門citizenM酒店
474,樂福民宿 · Love B&B
475,Chill Place
476,彩虹居民宿
477,礁溪若輕溫泉飯店 Ruocing Hot Spring Hotel - 艾玹爾飯店集團
478,福泰桔子商旅文化店
479,凱旋酒店
480,金獅湖大酒店
481,木喜海景民宿
482,柯達大飯店永和店
483,雲月精品會館
484,三多好地方飯店
485,心琴古厝民宿
486,Visit Kinmen Guest House
487,有的沒的 - 二手.雜貨.民宿
488,波士頓洲際酒店
489,阿里巴巴休閒民宿
490,慧薗溫泉會館
491,同合農科商務會館
492,"南元花園休閒農場(請從烏山頭(六甲)下交流道,千萬別從柳營下交流道，大車會卡住)"
493,覓玥精品時尚旅館
494,愛的時尚休閒旅店
495,赤崁月樓
496,國都旅館
497,安平1923民宿
498,慶城商旅 UrbanOne Hotel
499,Staring East B & B
500,圓方居民宿
501,天泉溫泉會館
502,Holiday Inn Express Chiayi
503,Luminous Hot Spring & Resort
504,IF音樂商務-IG熱門汽旅 特色電競 推薦飯店住宿(人氣必住摩鐵)
505,高雄文賓大飯店-駁二館
506,首都大飯店股份有限公司
507,台南民宿包棟.昱家小巷
508,伯達行旅
509,東南民宿
510,勝利文旅日式民宿/眷村風/屏東市包棟民宿/勝利星村/屏東十大景點
511,大新
512,澎湖 天亮了 輕旅行民宿
513,花開了民宿
514,吾居吾宿民宿
515,Nostalgia Taichung Hotel
516,墾丁慢遊民宿 Slowly Inn
517,海波浪的家
518,宜蘭 逗點休閒民宿
519,興海灣運動休閒會館
520,真珠賓館
521,欣芳旅社
522,悠悠閒民宿
523,出霧溫泉會館
524,莎菈童話
525,下一站民宿
526,微甜彩虹民宿-東大門夜市走路三分鐘
527,Jinsu Xi Bed Breakfast
528,陽明溫泉度假村
529,鈞怡大飯店 Harbour 10 hotel
530,城中物語 Story Inn City
531,Jheng Tong House
532,Futsuen福村玻璃屋｜頂級玻璃屋民宿 一泊二食｜深度大自然體驗｜求婚慶生佈置｜玻璃屋｜Retreat｜預約制
533,安通溫泉飯店
534,蹤遊三四五
535,丹迪旅店天津店
536,京棧興盛民宿
537,Auntie Julie's House
538,澎湖順盈民宿
539,KUN HOTEL
540,中壢米堤大飯店
541,華盛頓希爾頓
542,海洋仙境民宿 Ocean paradise
543,曖月精品商旅
544,怡然休閒農莊民宿
545,御所（Palace)
546,立瀚會館
547,台東娜路彎大酒店-台東家庭親子住宿酒店 情侶飯店 包棟團體住宿推薦
548,麗尊酒店 The Lees Hotel
549,禾頁屋中興館
550,台東綠之丘民宿 Taitung Greenhome B&B
551,假日汽車旅館(假日精品會館)
552,蕾米斯莊園 Remis villa
553,DH Ching
554,清靜雅居民宿
555,夏禾國際事業股份有限公司
556,大福謙代休閒農場
557,榜林5-7
558,梅花鹿親子庭園民宿
559,布丁兔民宿
560,九份寧靜海
561,小馬日光涵館
562,多野樂旅館 Dogether Hotel－寵物友善旅館〡寵物友善餐廳〡蔬食餐廳〡寵物美容〡寵物泳池
563,新舍商旅中壢館
564,遇而歡田園民宿
565,EZBookers 復興館A
566,彰化住宿 北斗七星民宿
567,阿爾卑斯莊園民宿
568,盒 Life is like a BOX of Chocolates
569,明森 公寓 Morn Forest 。 Travel 台南
570,小田田民宿
571,放風．Chill
572,宜蘭民宿月眉休閒農場
573,巷宿 CosyAlley 台南民宿
574,蘋果商務旅店
575,易修文旅
576,海明珠特色民宿
577,蝸聚Snail Pets Inn寵物親子民宿
578,微調時光
579,台北昰美精品飯店 Taipei Beautique Hotel
580,Taipei Happy Home
581,香林茶園民宿
582,碧堤餐廳
583,湯語双泉館
584,曉緣民宿
585,蒙地拿民宿Modena B&B
586,陽明山家新溫泉和昇會館
587,禾漾溫泉會館
588,波卡拉渡假會館
589,柯達大飯店台北敦南
590,橋畔民宿
591,煙波大飯店宜蘭館
592,昌吉一號記憶旅店
593,墾丁後灣南法風情海景民宿
594,光腳丫宜蘭民宿(包棟烤肉披薩體驗莊園民宿)
595,八八小屋
596,光復糖廠旁花東歇腳站民宿
597,睏睏的
598,北山古洋樓背包客棧
599,向陽2號
600,款款民居
601,雲山水民宿 VillaHome
602,陽光協奏曲民宿
603,金慶安旅社
604,荷蘭井湧泉民宿
605,金有的旅店
606,恬美農場民宿
607,益賓商務飯店
608,HOTEL j日月光國際飯店-新竹館
609,大里驛青年旅館 Dali Yi Hostel 背包客棧
610,古坑華麗休閒民宿
611,日月潭我愛您會館
612,萊加Lai-jia
613,花蓮民宿IN居- 花蓮火車站推薦民宿
614,WAVE 青年旅店 背包民宿
615,知本城藝術溫泉會館
616,Shan Shui Countryside Homestay
617,宜蘭-哈薩雅琪民宿
618,名人渡假村
619,國園商務大飯店
620,Inner Place ‧ 隱人生活
621,YAMA的地瓜園
622,喜相逢鄉村民宿
623,Green World Flora Annex グリーンワールド 花華別館
624,曉翠軒親子民宿
625,新港景 亞泰民宿
626,鵲客輕旅
627,苗栗天童康旅會館
628,長虹大飯店
629,綠島 好朋友潛水渡假旅宿 Goodfriend Dive B&B /包棟/海景民宿/綠島民宿/體驗潛水/水肺潛水/套裝行程/打工換宿/台東
630,七美姑娘旅宿
631,台東民宿 夢想家民宿
632,Hanns House 瀚寓酒店
633,拾光小旅
634,波士頓濱水區威斯汀酒店
635,Blue Coast Spa Motel
636,逢甲K行旅
637,金沙假日
638,L
639,遇見嵐湾
640,斯馬庫斯部落 希莉克民宿
641,花蓮玥光民宿/花蓮民宿包棟
642,九如別館
643,連航居民宿
644,Let's Go民宿
645,波心汽車旅館
646,春谷餐廳
647,安錤的家
648,香緹兒高鐵戀館
649,逢甲GoGo住宿
650,36潛旅店 • 36 Dive Inn
651,美好生活
652,礁溪觀景樓溫泉會館
653,花蓮小松鼠烘焙特色民宿
654,睡台北時尚旅店-南雅夜市館
655,車城雲莊休閒民宿
656,沃客商旅-西門館
657,安平奕居
658,派特當家 Pet's Home
659,柏林格
660,桃園智選假日飯店
661,小琉球民宿-小琉球海洋風情渡假旅館
662,西門大飯店有限公司
663,愛咪臥客
664,五結童心親子民宿
665,陽光&海民宿
666,凱虹汽車旅館
667,金廈埔民宿
668,星漾商旅
669,高雄義大皇家酒店
670,Kenting Coral Sea Resort Hotel
671,九份山城山海灣民宿
672,挪威森林旅館
673,Beauty Garden Hotel
674,綻藍旅宿Bloom - 墾丁夢幻島
675,優勝美地景觀民宿
676,台東民宿 異國風 砂城86
677,水漾海景民宿
678,台糖台北會館
679,澎湖木子家民宿
680,山芙蓉寬庭別墅
681,歐客莊園
682,捷絲旅台北林森館 - Just Sleep Taipei Linsen
683,梵谷精品民宿
684,馬卡巴嗨文創民宿
685,清境橙居
686,鐵線陸拾Casa Sesenta
687,四海一家
688,康橋商旅－彰化員林館
689,拉瓦.宅 輕旅店 - LAWA HOUSE- 旅人驛站/木.手作坊 —青年旅店 | 背包客棧 | 嘉義環島| 單車環島 | 嘉義住宿 | 機車環島 | 徒步環島
690,澎湖親子民宿 獨宿一格
691,打勾勾民宿
692,The Peaceful Village 小和
693,二八樹巷旅宿 28shuxiang Hotel
694,BB彈起
695,台南汽車旅館:富士都商務汽車會館
696,東港民宿灣稻旅居wandao B&B
697,仙渡莊旅社 XDZ Hotel
698,浪漫滿屋渡假別墅
699,綠野甜屋
700,集集阿都民宿
701,唐門客棧
702,萬金溫泉會館
703,三好行旅SUN HAO HOTEL. TAICHUNG
704,M宿汽車旅館
705,找茶複合式民宿-推薦熱門東莒海景景觀民宿住宿(馬祖連江莒光鄉)人氣電梯民宿 仙草奶凍 PTT Dcard
706,土城飯店
707,lutenist bnb
708,哈包客二館
709,大寶的民宿
710,茉莉莊園 宜蘭礁溪民宿
711,馬胎仙境露營區
712,上詠旅店
713,園周綠溫泉會館
714,花蓮心民宿
715,台東樂活小築
716,大南門民宿
717,智旅南投體驗館（Tesla 目的地充電站）
718,娃娃國休閒親子民宿wawago
719,日升咖啡民宿
720,一個杯子旅店
721,台北車站 Dream House
722,友友大飯店
723,肆房
724,好趣淘休閒民宿
725,漁夏民宿 YUXIA B&B
726,桃園喜來登酒店 Sheraton Taoyuan Hotel
727,鬆塊 Chillax Inn B&B
728,花蓮佳園溫馨民宿-市區民宿
729,華宏飯店
730,米勒風尚行旅
731,北投老爺酒店
732,玉山旅社咖啡
733,花蓮遇見民宿
734,富野溫泉休閒會館
735,漫時光/旅空間 ManLu INN-推薦便宜舒適青年旅館住宿(金門)包棟親子設施旅遊民宿 漫遊自駕旅行 星空溫馨居家 金門民宿PTT Dcard 軍人島休旅行住宿
736,御宿Motel明誠館
737,米之頌民宿
738,艾捷天麗大飯店 Hej Taipei Arena Hotel
739,攬月莊民宿
740,花蓮水璉【看見美See the beauty】民宿
741,苗栗初夏汽車旅館
742,京園民宿｛Sunshine guesthouse｝
743,君祥酒店
744,綠島嚕嚕米的家
745,明月大飯店
746,98漫遊（虎尾合法民宿）
747,福康大飯店
748,漫步老宅
749,絲拍客民宿
750,高美濕地阿嬤刀民宿(182號)
751,漫步花園民宿
752,Tamsui BayView Hotel 淡水海灣驛站
753,雲林商務旅館—芳斯華
754,走走停停國際青年旅舍
755,蝸居
756,夏威夷商務汽車旅館
757,花蓮香城大飯店
758,Shangping 201 B&B
759,大姆灣民宿旅棧 Tamo'wan
760,520秀澤園民宿
761,武陵山莊
762,蘭天民宿
763,水筠間民宿
764,白燈樓旅宿
765,家和商旅
766,安語軒人文民宿
767,沐昀湯宿
768,薇風精品汽車旅館楠梓旗艦館
769,緻麗伯爵酒店 Grand Earl Hotel
770,山豬背包客 Boar Backpacker Hostel
771,東方 商務旅館
772,白色地中海民宿
773,和逸飯店‧台南西門館 HOTEL COZZI Ximen Tainan
774,山水雲集
775,天閣酒店 信義館
776,Home of 120
777,南築雅室Tainan Travel Inn（開山館）
778,果嶺上民宿
779,台南22&36民宿
780,上等御民宿
781,綠島武鴻民宿
782,小巷微光 LINE : @898idavg
783,寧夏2號旅店
784,酩月大飯店有限公司
785,戀戀朱槿
786,中正美學飯店-桃園旅館住宿推薦/桃園龍潭優質飯店/桃園龍潭優質住宿/桃園旅遊住宿推薦/桃園龍潭特色飯店推薦/桃園龍潭平價住宿推薦 桃園旅遊找房間 網友推薦桃園龍潭住宿 桃園旅遊規劃飯店推薦
787,正記製茶所民宿（阿里山民宿，頂湖茶區）
788,綠色的日子Green Day Hostel
789,樂宿保安 台南民宿 (電話訂房AM 11:00-PM 19:00)
790,OWL Hostel 貓頭鷹旅店
791,Tainan TrainSound Travel and Accommodation Information Station
792,鹿兒旅舍 Deerhorn Hostel
793,山居166民宿
794,玉里致遊致在
795,給巴娜民宿
796,歐尼恩莊園（合法民宿，墾丁包棟首選）
797,微風民宿
798,公館yes行旅
799,Land's End Resort
800,小金門民宿
801,海天之戀民宿
802,煙波大飯店 新竹湖濱館
803,星月小築
804,塔卡的家民宿
805,文舺行旅
806,墾丁迪噢旅店
807,日光涵館民宿
808,摩斯時尚汽車旅館
809,阿朵避
810,救國團澎湖青年活動中心
811,宜蘭縣三星鄉不一小棧民宿
812,雲翔旅墅JC Glamping
813,悅客商務飯店
814,牛鬥一角宜蘭露營區民宿
815,恆春叮咚民宿Ding-Dong B&B
816,大新商旅
817,忘憂驛棧民宿
818,花蓮橘色民宿
819,托斯卡尼 · Tuscany Resort
820,雪佛蘭之家
821,絲達爾民宿
822,美麗家-花蓮寵物友善民宿
823,哈密瓜Motel-竹北館
824,境安樂活民宿
825,三義微微風民宿
826,太平山莊
827,Bearly Awake
828,水岸渡假旅店
829,布魯懷特民宿
830,樂府大飯店
831,情人溫泉民宿
832,Hostel Tomato 番茄溫泉旅店
833,好窄民宿
834,綠島秀秀的家民宿
835,月兒田民宿
836,Hotel PaPa Whale
837,九份貓窩民宿
838,紫楝森林歐風民宿
839,文旅行民宿
840,華山大自然民宿
841,達觀渡假農場
842,勻淨湖民宿
843,Backpack Home 497 -No.2 背包客棧497 2館
844,旅途之家
845,油桐花坊
846,樂城大飯店
847,泰美風情旅店
848,清境儷景花園山莊
849,寗夏印象
850,礁溪320山館
851,毛球公爵寵物民宿
852,林桂園石泉會館
853,夏之夢民宿
854,美觀園旅社
855,DEEPSOUL Hostel & Freediving
856,SummerPoint墾丁佳樂水衝浪民宿
857,禾家商旅
858,相遇民宿
859,幸福綠光
860,清境驛棧（杏香紅製茶廠）民宿
861,墾丁民宿-童話民宿/童話親子包棟民宿
862,日月潭映涵渡假飯店
863,Shui Yifang B&B
864,拾個貝殼民宿
865,小坂上
866,西悠飯店(台北店)
867,île d'or 一朵民宿 - 中蘭
868,挑TEA背包客棧
869,幸福花民宿
870,靜園池畔民宿
871,慢步南國 台南故事宿
872,香格里拉休閒農場
873,澄清會館 - 高雄市政府勞工局
874,白河山籟會館
875,Hermit Crab Hostel Fengjia
876,Park239
