hotelName,hotelDetail,comment_tag,summary,summery_description,summery_special_tag,summary_score_tag,summary_reviews
南方家屋旅店,3 星級飯店70449台南市北區前鋒路318號•06 209 6988,"['早餐早餐在 187 則 Google 評論中有提到84% 的評論持正面評價 ', '餐廳餐廳在 93 則 Google 評論中有提到83% 的評論持正面評價 ', '服務服務在 197 則 Google 評論中有提到76% 的評論持正面評價 ', '停車場停車場在 60 則 Google 評論中有提到47% 的評論持正面評價 ', '浴室浴室在 72 則 Google 評論中有提到44% 的評論持負面評價 ', '清潔清潔在 128 則 Google 評論中有提到77% 的評論持正面評價 ', '大眾運輸大眾運輸在 22 則 Google 評論中有提到77% 的評論持正面評價 ', '設施設施在 43 則 Google 評論中有提到49% 的評論持負面評價 ', '住宿住宿在 72 則 Google 評論中有提到47% 的評論持正面評價 ', '設施設施在 145 則 Google 評論中有提到75% 的評論持正面評價 ', '無障礙設施無障礙設施在 19 則 Google 評論中有提到68% 的評論持負面評價 ', '空調空調在 21 則 Google 評論中有提到57% 的評論持負面評價 ', '家庭料理家庭料理在 19 則 Google 評論中有提到63% 的評論持正面評價 ', '餐飲餐飲在 31 則 Google 評論中有提到84% 的評論持正面評價 ', '商務設施商務設施在 11 則 Google 評論中有提到55% 的評論持正面評價 ', '酒吧酒吧在 12 則 Google 評論中有提到58% 的評論持正面評價 ', '地點地點在 43 則 Google 評論中有提到72% 的評論持正面評價 ', 'Wi-FiWi-Fi在 7 則 Google 評論中有提到57% 的評論持正面評價 ', '娛樂娛樂在 7 則 Google 評論中有提到71% 的評論持負面評價 ', '氣氛氣氛在 24 則 Google 評論中有提到100% 的評論持正面評價 ', '廚房廚房在 6 則 Google 評論中有提到50% 的評論持正面評價 ', '早餐早餐在 187 則 Google 評論中有提到84% 的評論持正面評價 ', '餐廳餐廳在 93 則 Google 評論中有提到83% 的評論持正面評價 ', '服務服務在 197 則 Google 評論中有提到76% 的評論持正面評價 ', '停車場停車場在 60 則 Google 評論中有提到47% 的評論持正面評價 ', '浴室浴室在 72 則 Google 評論中有提到44% 的評論持負面評價 ', '清潔清潔在 128 則 Google 評論中有提到77% 的評論持正面評價 ', '大眾運輸大眾運輸在 22 則 Google 評論中有提到77% 的評論持正面評價 ', '設施設施在 43 則 Google 評論中有提到49% 的評論持負面評價 ', '住宿住宿在 72 則 Google 評論中有提到47% 的評論持正面評價 ', '設施設施在 145 則 Google 評論中有提到75% 的評論持正面評價 ', '無障礙設施無障礙設施在 19 則 Google 評論中有提到68% 的評論持負面評價 ', '空調空調在 21 則 Google 評論中有提到57% 的評論持負面評價 ', '家庭料理家庭料理在 19 則 Google 評論中有提到63% 的評論持正面評價 ', '餐飲餐飲在 31 則 Google 評論中有提到84% 的評論持正面評價 ', '商務設施商務設施在 11 則 Google 評論中有提到55% 的評論持正面評價 ', '酒吧酒吧在 12 則 Google 評論中有提到58% 的評論持正面評價 ', '地點地點在 43 則 Google 評論中有提到72% 的評論持正面評價 ', 'Wi-FiWi-Fi在 7 則 Google 評論中有提到57% 的評論持正面評價 ', '娛樂娛樂在 7 則 Google 評論中有提到71% 的評論持負面評價 ', '氣氛氣氛在 24 則 Google 評論中有提到100% 的評論持正面評價 ', '廚房廚房在 6 則 Google 評論中有提到50% 的評論持正面評價 ']","在 1,029 則評論中，獲得 4.3 顆星 (滿分為 5 顆星)。很好。",,"['餐點一流 : 房客很喜歡這間飯店提供的餐飲服務', '早餐美味 : 房客喜歡這間飯店的早餐', '奢華風格 : 房客喜歡這間飯店的奢華氛圍']","['', '4.3很好\xa0|\xa01,029 則評論']","['an PEE""服務好又小茶點 房間乾淨 早餐份量大 缺點是浴室水溫稍微忽大忽小""', 'EJ Lin""沒有油煙味，菜色也很多樣化，食物份量非常有飽足感，是到台南住宿的第一選擇！""', 'shuang chang""服務人員每個都很有熱忱，從電話到現場的感受都很好。沐浴用品是用茶籽堂味道很好。""']"
好宅184,959台東縣東河鄉184號•0938 107 408,[],在 12 則評論中，獲得 4.9 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '靠近大眾運輸站 : 房客很喜歡這間飯店，因為這裡鄰近大眾運輸系統', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.9非常好\xa0|\xa012 則評論']","['陳立哲""心目中排行第一的民宿! 設備齊全又舒適~氣氛好 悠閒渡假好場所""', '林孟萩""真的太棒了，感覺坐在屋頂陽台發呆就能看到流星，是個讓人會主動推薦給朋友的好民宿""', 'Bruce Lin""很厲害的民宿！有義式咖啡機跟全系列smeg家電可以用，超高級！""']"
新竹尖石峇里森林溫泉渡假村,3 星級飯店313新竹縣尖石鄉14鄰160號•03 584 2268,"['氣氛氣氛在 29 則 Google 評論中有提到83% 的評論持正面評價 ', '大自然大自然在 51 則 Google 評論中有提到76% 的評論持正面評價 ', '設施設施在 62 則 Google 評論中有提到73% 的評論持正面評價 ', '空調空調在 23 則 Google 評論中有提到65% 的評論持正面評價 ', '家庭料理家庭料理在 21 則 Google 評論中有提到62% 的評論持正面評價 ', '清潔清潔在 76 則 Google 評論中有提到54% 的評論持負面評價 ', '健身健身在 68 則 Google 評論中有提到49% 的評論持負面評價 ', '服務服務在 64 則 Google 評論中有提到61% 的評論持正面評價 ', '設施設施在 59 則 Google 評論中有提到49% 的評論持正面評價 ', '游泳池游泳池在 38 則 Google 評論中有提到45% 的評論持正面評價 ', '餐飲餐飲在 46 則 Google 評論中有提到54% 的評論持正面評價 ', '早餐早餐在 34 則 Google 評論中有提到47% 的評論持負面評價 ', '健康與保健健康與保健在 22 則 Google 評論中有提到45% 的評論持負面評價 ', '廚房廚房在 15 則 Google 評論中有提到53% 的評論持負面評價 ', '餐廳餐廳在 16 則 Google 評論中有提到56% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 13 則 Google 評論中有提到38% 的評論持正面評價 ', '夜生活夜生活在 10 則 Google 評論中有提到40% 的評論持負面評價 ', '娛樂娛樂在 8 則 Google 評論中有提到75% 的評論持負面評價 ', '無障礙設施無障礙設施在 8 則 Google 評論中有提到50% 的評論持負面評價 ', '地點地點在 9 則 Google 評論中有提到56% 的評論持正面評價 ', 'Wi-FiWi-Fi在 7 則 Google 評論中有提到71% 的評論持負面評價 ', '停車場停車場在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '浴室浴室在 95 則 Google 評論中有提到56% 的評論持負面評價 ', '住宿住宿在 46 則 Google 評論中有提到80% 的評論持負面評價 ', '氣氛氣氛在 29 則 Google 評論中有提到83% 的評論持正面評價 ', '大自然大自然在 51 則 Google 評論中有提到76% 的評論持正面評價 ', '設施設施在 62 則 Google 評論中有提到73% 的評論持正面評價 ', '空調空調在 23 則 Google 評論中有提到65% 的評論持正面評價 ', '家庭料理家庭料理在 21 則 Google 評論中有提到62% 的評論持正面評價 ', '清潔清潔在 76 則 Google 評論中有提到54% 的評論持負面評價 ', '健身健身在 68 則 Google 評論中有提到49% 的評論持負面評價 ', '服務服務在 64 則 Google 評論中有提到61% 的評論持正面評價 ', '設施設施在 59 則 Google 評論中有提到49% 的評論持正面評價 ', '游泳池游泳池在 38 則 Google 評論中有提到45% 的評論持正面評價 ', '餐飲餐飲在 46 則 Google 評論中有提到54% 的評論持正面評價 ', '早餐早餐在 34 則 Google 評論中有提到47% 的評論持負面評價 ', '健康與保健健康與保健在 22 則 Google 評論中有提到45% 的評論持負面評價 ', '廚房廚房在 15 則 Google 評論中有提到53% 的評論持負面評價 ', '餐廳餐廳在 16 則 Google 評論中有提到56% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 13 則 Google 評論中有提到38% 的評論持正面評價 ', '夜生活夜生活在 10 則 Google 評論中有提到40% 的評論持負面評價 ', '娛樂娛樂在 8 則 Google 評論中有提到75% 的評論持負面評價 ', '無障礙設施無障礙設施在 8 則 Google 評論中有提到50% 的評論持負面評價 ', '地點地點在 9 則 Google 評論中有提到56% 的評論持正面評價 ', 'Wi-FiWi-Fi在 7 則 Google 評論中有提到71% 的評論持負面評價 ', '停車場停車場在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '浴室浴室在 95 則 Google 評論中有提到56% 的評論持負面評價 ', '住宿住宿在 46 則 Google 評論中有提到80% 的評論持負面評價 ']",在 942 則評論中，獲得 3.6 顆星 (滿分為 5 顆星)。良好。,,[],"['', '3.6良好\xa0|\xa0942 則評論']","['呂小臻""櫃檯人員解說清楚，服務好，安排周到！房間乾淨！餐廳菜色很棒，海鮮也新鮮！""', '鄭巧玲""露天大眾池根本沒開，設備老舊，電視螢幕壞了，床單是破的連毛巾也是破的""', '邱翊颯""雙人情侶屋的池子一堆蚊蟲，隔音也爛到爆，在房間都能聽得到隔壁的聲音""']"
春成民宿,270台灣宜蘭縣冬山鄉中山路406號•+886 3 958 2196,[],在 13 則評論中，獲得 4.5 顆星 (滿分為 5 顆星)。非常好。,,[],"['', '4.5非常好\xa0|\xa013 則評論']",[]
墾丁東岸會館,946台灣屏東縣恆春鎮恆北路102-2號•+886 909 578 888,[],在 6 則評論中，獲得 4.3 顆星 (滿分為 5 顆星)。很好。,,[],"['', '4.3很好\xa0|\xa06 則評論']","['何宗明""老闆態度親切 房間乾淨整齊 廚房用具一應俱全 價格親民 下次一定會再去😄', '快速""頭一次看到超美的畫圖民宿，還有滑水道""']"
花蓮繆斯·法朵民宿,3 星級飯店970台灣花蓮縣花蓮市林政街88巷31號•+886 956 733 663,"['氣氛氣氛在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 33 則 Google 評論中有提到97% 的評論持正面評價 ', '清潔清潔在 72 則 Google 評論中有提到89% 的評論持正面評價 ', '家庭料理家庭料理在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '設施設施在 75 則 Google 評論中有提到88% 的評論持正面評價 ', '無障礙設施無障礙設施在 12 則 Google 評論中有提到83% 的評論持正面評價 ', '浴室浴室在 27 則 Google 評論中有提到81% 的評論持正面評價 ', '服務服務在 34 則 Google 評論中有提到82% 的評論持正面評價 ', '設施設施在 16 則 Google 評論中有提到69% 的評論持正面評價 ', '住宿住宿在 34 則 Google 評論中有提到74% 的評論持正面評價 ', '停車場停車場在 31 則 Google 評論中有提到71% 的評論持正面評價 ', '廚房廚房在 7 則 Google 評論中有提到57% 的評論持正面評價 ', '氣氛氣氛在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 33 則 Google 評論中有提到97% 的評論持正面評價 ', '清潔清潔在 72 則 Google 評論中有提到89% 的評論持正面評價 ', '家庭料理家庭料理在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '設施設施在 75 則 Google 評論中有提到88% 的評論持正面評價 ', '無障礙設施無障礙設施在 12 則 Google 評論中有提到83% 的評論持正面評價 ', '浴室浴室在 27 則 Google 評論中有提到81% 的評論持正面評價 ', '服務服務在 34 則 Google 評論中有提到82% 的評論持正面評價 ', '設施設施在 16 則 Google 評論中有提到69% 的評論持正面評價 ', '住宿住宿在 34 則 Google 評論中有提到74% 的評論持正面評價 ', '停車場停車場在 31 則 Google 評論中有提到71% 的評論持正面評價 ', '廚房廚房在 7 則 Google 評論中有提到57% 的評論持正面評價 ']",在 348 則評論中，獲得 4.6 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費停車場 : 在附近類似的飯店中，只有 20% 提供免費停車', '地點絕佳 : 房客喜歡這間飯店的地點', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店', '評價絕佳的衛浴設備 : 房客喜歡這間飯店的浴室和盥洗用品', '睡得很安穩 : 房客表示他們在這間飯店睡得很好']","['', '4.6非常好\xa0|\xa0348 則評論']","['蘇億昌""房間床與棉被質感不錯，廁所相當乾淨，老闆為人親切，CP值相當高的民宿！！""', 'Sharon HSIEH""裝潢很美，環境也很乾淨，但門的隔音很不好，早上被其他房客交談聲音吵醒""', 'のきたゆ乃木田侑""裝潢不錯，是整棟的住家大樓，外觀是巴洛克式建築，有電梯。且很近遠東百貨。""']"
台東知本溫泉發財旅宿,954台灣台東縣卑南鄉龍泉路53巷3號2樓•+886 919 398 190,"['服務服務在 28 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 34 則 Google 評論中有提到97% 的評論持正面評價 ', '清潔清潔在 39 則 Google 評論中有提到95% 的評論持正面評價 ', '浴室浴室在 13 則 Google 評論中有提到77% 的評論持正面評價 ', '停車場停車場在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 28 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 34 則 Google 評論中有提到97% 的評論持正面評價 ', '清潔清潔在 39 則 Google 評論中有提到95% 的評論持正面評價 ', '浴室浴室在 13 則 Google 評論中有提到77% 的評論持正面評價 ', '停車場停車場在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 146 則評論中，獲得 4.9 顆星 (滿分為 5 顆星)。非常好。,,"['評價絕佳的衛浴設備 : 房客喜歡這間飯店的浴室和盥洗用品', '評分最高 : 這間飯店的使用者評分在這個地區名列前茅']","['', '4.9非常好\xa0|\xa0146 則評論']","['李東樺""李先生很阿沙力，直接給我們6人房不加價，房價便宜房間乾淨服務快速大推""', 'Kaku Kaku""價格親民，老闆很熱心 雖然設備不算新，但CP值高 浴缸很大！""', '藍喬登""老闆熱情.有問必答，民宿附有停車位，雖然建築比較老舊但是價錢合理，房間乾淨""']"
香頌台南,70056台灣台南市中西區大仁街76號•+886 986 715 368,[],在 14 則評論中，獲得 3.1 顆星 (滿分為 5 顆星)。一般。,,[],"['', '3.1一般\xa0|\xa014 則評論']",[]
橫賓浪漫民宿,950台灣台東縣台東市豐榮路88號•+886 912 789 538,"['地點地點在 12 則 Google 評論中有提到92% 的評論持正面評價 ', '設施設施在 23 則 Google 評論中有提到87% 的評論持正面評價 ', '清潔清潔在 23 則 Google 評論中有提到83% 的評論持正面評價 ', '氣氛氣氛在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '停車場停車場在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '浴室浴室在 6 則 Google 評論中有提到50% 的評論持正面評價 ', '早餐早餐在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '地點地點在 12 則 Google 評論中有提到92% 的評論持正面評價 ', '設施設施在 23 則 Google 評論中有提到87% 的評論持正面評價 ', '清潔清潔在 23 則 Google 評論中有提到83% 的評論持正面評價 ', '氣氛氣氛在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '停車場停車場在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '浴室浴室在 6 則 Google 評論中有提到50% 的評論持正面評價 ', '早餐早餐在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 8 則 Google 評論中有提到88% 的評論持正面評價 ']",在 112 則評論中，獲得 4.6 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費 Wi-Fi : 在附近類似的飯店中，有 57% 免費提供 Wi-Fi', '免費早餐 : 在附近類似的飯店中，只有 23% 免費提供早餐', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.6非常好\xa0|\xa0112 則評論']","['曾淑紅""老闆娘叫我們美言幾句。只能說。服務很好。裡面很乾淨。像女孩子的閨房。""', '李淑娟""雙人房乾淨舒適，房內有冰箱、大小毛巾，房價便宜，cp值高。""', '*-*上軒""老闆親切房間大，頂樓加壓馬達建議換靜音的，價格實惠""']"
Dong Shi Garden,635台灣雲林縣東勢鄉東勢西路268號•+886 939 935 311,[],在 5 則評論中，獲得 4.0 顆星 (滿分為 5 顆星)。很好。,,"['免費停車場 : 在附近類似的飯店中，有 83% 提供免費停車', '可攜帶寵物 : 在附近類似的飯店中，只有 16% 允許攜帶寵物']","['', '4.0很好\xa0|\xa05 則評論']",[]
時空行旅,3 星級飯店403台灣台中市西區明義街71號•+886 966 577 708,"['浴室浴室在 30 則 Google 評論中有提到73% 的評論持負面評價 ', '停車場停車場在 18 則 Google 評論中有提到50% 的評論持正面評價 ', '地點地點在 32 則 Google 評論中有提到66% 的評論持正面評價 ', '住宿住宿在 24 則 Google 評論中有提到62% 的評論持負面評價 ', '清潔清潔在 37 則 Google 評論中有提到62% 的評論持正面評價 ', '設施設施在 35 則 Google 評論中有提到60% 的評論持正面評價 ', '無障礙設施無障礙設施在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '夜生活夜生活在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '氣氛氣氛在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '商務設施商務設施在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 17 則 Google 評論中有提到47% 的評論持正面評價 ', '空調空調在 5 則 Google 評論中有提到40% 的評論持中立評價 ', '設施設施在 7 則 Google 評論中有提到43% 的評論持正面評價 ', '浴室浴室在 30 則 Google 評論中有提到73% 的評論持負面評價 ', '停車場停車場在 18 則 Google 評論中有提到50% 的評論持正面評價 ', '地點地點在 32 則 Google 評論中有提到66% 的評論持正面評價 ', '住宿住宿在 24 則 Google 評論中有提到62% 的評論持負面評價 ', '清潔清潔在 37 則 Google 評論中有提到62% 的評論持正面評價 ', '設施設施在 35 則 Google 評論中有提到60% 的評論持正面評價 ', '無障礙設施無障礙設施在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '夜生活夜生活在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '氣氛氣氛在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '商務設施商務設施在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 17 則 Google 評論中有提到47% 的評論持正面評價 ', '空調空調在 5 則 Google 評論中有提到40% 的評論持中立評價 ', '設施設施在 7 則 Google 評論中有提到43% 的評論持正面評價 ']",在 220 則評論中，獲得 3.9 顆星 (滿分為 5 顆星)。良好。,,"['免費 Wi-Fi : 在附近類似的飯店中，有 95% 免費提供 Wi-Fi', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '3.9良好\xa0|\xa0220 則評論']","['葉宇晨""隔音不好，不論是外面車聲還是隔壁或樓上水聲，其他房間關門聲，都很清楚。""', 'L.育""隔音超級爛，浴室的熱水忽冷忽熱，廁所竟然不是乾濕分離，有夠智障的設計。""', 'Jay Lin""地點位置還不錯，走一小段就可以到百貨購物，附近也有很多商家和超商。""']"
遠百企業觀光旅館,710台灣台南市永康區中正南路533號•+886 6 253 7554,[],在 4 則評論中，獲得 3.5 顆星 (滿分為 5 顆星)。良好。,,[],"['', '3.5良好\xa0|\xa04 則評論']",[]
台東醇旅旅宿-人氣民宿住宿比價 景觀海景景點旅遊獨棟民宿,954台灣台東縣卑南鄉利民路89-1號•+886 966 909 118,"['住宿住宿在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '住宿住宿在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 8 則 Google 評論中有提到88% 的評論持正面評價 ']",在 30 則評論中，獲得 4.8 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費早餐 : 在附近類似的飯店中，只有 9% 免費提供早餐', '空調 : 在附近類似的飯店中，只有 23% 設有空調']","['', '4.8非常好\xa0|\xa030 則評論']","['翁書璿""有附早餐，簡單好吃的美而美的餐點，可以選擇吐司或蛋餅之類的。""', 'Wu Lou""例如：當天好像只有我們一組客人，但老闆娘還是每天都換不同的飲品在冰箱讓我們享用。""', '張凱倫""老闆和闆娘超親切。行程的安排讓孩子回憶滿滿，念念不忘。環境非常乾淨，舒服自在""']"
艾倫的家,262台灣宜蘭縣礁溪鄉淇武蘭路168之19號•+886 905 723 237,"['設施設施在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '清潔清潔在 5 則 Google 評論中有提到40% 的評論持正面評價 ', '設施設施在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '清潔清潔在 5 則 Google 評論中有提到40% 的評論持正面評價 ']",在 40 則評論中，獲得 4.4 顆星 (滿分為 5 顆星)。很好。,,[],"['', '4.4很好\xa0|\xa040 則評論']","['Miao""房子很新，有卡拉ok、烤肉架還有廚房設備齊全，老闆人好親切。""', '黃泓翔""KTV比公園投幣式還爛，10點切麥，原來包棟還要怕吵到別人，請加強隔音設備""', 'Childchild""地方環境舒適且空間比想像中大房東人很好❤️""']"
獅子王的家-親子民宿,973036台灣花蓮縣吉安鄉東里二街31號•+886 975 068 785,"['家庭料理家庭料理在 11 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 11 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 22 則評論中，獲得 5.0 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '地點絕佳 : 房客喜歡這間飯店的地點', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店']","['', '5.0非常好\xa0|\xa022 則評論']","['彭書怡""超級適合全家一家大小放鬆的好地方～ 推薦給需要來花蓮玩的大小朋友唷 ：）""', '朱朱仁""第一次住到大人小孩都能照顧到的民宿，有問題也馬上都能處理，是間很棒的民宿""', '陳奕成""絕對要再訪👍位置方便，裝潢舒服適合小孩。']"
La Place,893金門縣民生路6號號•+886 8 232 8337,"['地點地點在 13 則 Google 評論中有提到85% 的評論持正面評價 ', '設施設施在 13 則 Google 評論中有提到77% 的評論持正面評價 ', '清潔清潔在 10 則 Google 評論中有提到60% 的評論持正面評價 ', '服務服務在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '大眾運輸大眾運輸在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '浴室浴室在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '地點地點在 13 則 Google 評論中有提到85% 的評論持正面評價 ', '設施設施在 13 則 Google 評論中有提到77% 的評論持正面評價 ', '清潔清潔在 10 則 Google 評論中有提到60% 的評論持正面評價 ', '服務服務在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '大眾運輸大眾運輸在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '浴室浴室在 5 則 Google 評論中有提到60% 的評論持負面評價 ']",在 62 則評論中，獲得 4.4 顆星 (滿分為 5 顆星)。很好。,,[],"['', '4.4很好\xa0|\xa062 則評論']","['Stanley Chui""旅館提供簡單早餐,豆漿,麵線/粥,方包,油條,咖啡,茶。""', 'ChaoHui Cheng""原因是這裡位在交通便捷的樞紐位置，旅遊大金門各個風景，出入非常便利。""', '董妮軒 Sandy""老闆娘非常親切，這裏的空間很棒，房間很舒適。""']"
士林公寓 Shihlin Service Apartment,2 星級飯店111台灣台北市士林區•+886 902 155 158,"['地點地點在 32 則 Google 評論中有提到59% 的評論持正面評價 ', '夜生活夜生活在 5 則 Google 評論中有提到60% 的評論持中立評價 ', '清潔清潔在 33 則 Google 評論中有提到67% 的評論持正面評價 ', '浴室浴室在 14 則 Google 評論中有提到57% 的評論持負面評價 ', '設施設施在 38 則 Google 評論中有提到58% 的評論持正面評價 ', '服務服務在 20 則 Google 評論中有提到55% 的評論持負面評價 ', '住宿住宿在 17 則 Google 評論中有提到59% 的評論持負面評價 ', '無障礙設施無障礙設施在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '設施設施在 9 則 Google 評論中有提到44% 的評論持負面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '地點地點在 32 則 Google 評論中有提到59% 的評論持正面評價 ', '夜生活夜生活在 5 則 Google 評論中有提到60% 的評論持中立評價 ', '清潔清潔在 33 則 Google 評論中有提到67% 的評論持正面評價 ', '浴室浴室在 14 則 Google 評論中有提到57% 的評論持負面評價 ', '設施設施在 38 則 Google 評論中有提到58% 的評論持正面評價 ', '服務服務在 20 則 Google 評論中有提到55% 的評論持負面評價 ', '住宿住宿在 17 則 Google 評論中有提到59% 的評論持負面評價 ', '無障礙設施無障礙設施在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '設施設施在 9 則 Google 評論中有提到44% 的評論持負面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到60% 的評論持正面評價 ']",在 200 則評論中，獲得 3.4 顆星 (滿分為 5 顆星)。一般。,,"['免費 Wi-Fi : 在附近類似的飯店中，有 95% 免費提供 Wi-Fi', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '3.4一般\xa0|\xa0200 則評論']","['葉某""地點距離夜市近，且房間有問題服務人員耐心回答及協助，很讚。""', 'huang jenny""1 感謝服務人員在電話中 細心告知爸爸如何按密碼進入。""', 'Rhea CHIEN""，打開房門之後還有一股撲鼻而來的霉味，希望在衛生的方面可以嚴格要求。""']"
85海角,3 星級飯店802台灣高雄市苓雅區自強三路5號12樓•+886 958 607 568,"['大自然大自然在 14 則 Google 評論中有提到79% 的評論持正面評價 ', '設施設施在 33 則 Google 評論中有提到88% 的評論持正面評價 ', '清潔清潔在 37 則 Google 評論中有提到84% 的評論持正面評價 ', '住宿住宿在 10 則 Google 評論中有提到40% 的評論持負面評價 ', '浴室浴室在 12 則 Google 評論中有提到42% 的評論持正面評價 ', '服務服務在 21 則 Google 評論中有提到86% 的評論持正面評價 ', '設施設施在 28 則 Google 評論中有提到93% 的評論持正面評價 ', '大自然大自然在 14 則 Google 評論中有提到79% 的評論持正面評價 ', '設施設施在 33 則 Google 評論中有提到88% 的評論持正面評價 ', '清潔清潔在 37 則 Google 評論中有提到84% 的評論持正面評價 ', '住宿住宿在 10 則 Google 評論中有提到40% 的評論持負面評價 ', '浴室浴室在 12 則 Google 評論中有提到42% 的評論持正面評價 ', '服務服務在 21 則 Google 評論中有提到86% 的評論持正面評價 ', '設施設施在 28 則 Google 評論中有提到93% 的評論持正面評價 ']",在 161 則評論中，獲得 4.2 顆星 (滿分為 5 顆星)。很好。,,"['可攜帶寵物 : 在附近類似的飯店中，只有 19% 允許攜帶寵物', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.2很好\xa0|\xa0161 則評論']","['Peter Lin""服務很好，房間乾淨衛生 老闆和老闆娘很親切 海景房景觀超棒""', '桓""窗戶旁邊的和室設計很棒，坐在窗邊欣賞海景和夜景都不錯""', '林光鴻""設備都有，服務人員也非常親切，會親自帶遊客上來房間位置並且做簡單的介紹。""']"
