hotelName,hotelDetail,comment_tag,summary,summery_description,summery_special_tag,summary_score_tag,summary_reviews
車城 晴陽光民宿（199單車環島）sunnyday B&B,944台灣屏東縣車城鄉忠孝路26-1號•+886 929 020 192,"['設施設施在 234 則 Google 評論中有提到96% 的評論持正面評價 ', '家庭料理家庭料理在 91 則 Google 評論中有提到96% 的評論持正面評價 ', '清潔清潔在 198 則 Google 評論中有提到98% 的評論持正面評價 ', '廚房廚房在 20 則 Google 評論中有提到80% 的評論持正面評價 ', '服務服務在 89 則 Google 評論中有提到97% 的評論持正面評價 ', '氣氛氣氛在 72 則 Google 評論中有提到99% 的評論持正面評價 ', '浴室浴室在 33 則 Google 評論中有提到88% 的評論持正面評價 ', '設施設施在 31 則 Google 評論中有提到74% 的評論持正面評價 ', '地點地點在 33 則 Google 評論中有提到91% 的評論持正面評價 ', '住宿住宿在 55 則 Google 評論中有提到87% 的評論持正面評價 ', '餐飲餐飲在 15 則 Google 評論中有提到100% 的評論持正面評價 ', '夜生活夜生活在 9 則 Google 評論中有提到56% 的評論持正面評價 ', '早餐早餐在 12 則 Google 評論中有提到92% 的評論持正面評價 ', '大自然大自然在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 234 則 Google 評論中有提到96% 的評論持正面評價 ', '家庭料理家庭料理在 91 則 Google 評論中有提到96% 的評論持正面評價 ', '清潔清潔在 198 則 Google 評論中有提到98% 的評論持正面評價 ', '廚房廚房在 20 則 Google 評論中有提到80% 的評論持正面評價 ', '服務服務在 89 則 Google 評論中有提到97% 的評論持正面評價 ', '氣氛氣氛在 72 則 Google 評論中有提到99% 的評論持正面評價 ', '浴室浴室在 33 則 Google 評論中有提到88% 的評論持正面評價 ', '設施設施在 31 則 Google 評論中有提到74% 的評論持正面評價 ', '地點地點在 33 則 Google 評論中有提到91% 的評論持正面評價 ', '住宿住宿在 55 則 Google 評論中有提到87% 的評論持正面評價 ', '餐飲餐飲在 15 則 Google 評論中有提到100% 的評論持正面評價 ', '夜生活夜生活在 9 則 Google 評論中有提到56% 的評論持正面評價 ', '早餐早餐在 12 則 Google 評論中有提到92% 的評論持正面評價 ', '大自然大自然在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 932 則評論中，獲得 4.9 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費停車場 : 在附近類似的飯店中，有 66% 提供免費停車', '鄰近國立海洋生物博物館 : 房客喜歡這間飯店，因為這裡鄰近國立海洋生物博物館', '評價絕佳的衛浴設備 : 房客喜歡這間飯店的浴室和盥洗用品', '可攜帶寵物 : 在附近類似的飯店中，只有 28% 允許攜帶寵物', '評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店', '睡得很安穩 : 房客表示他們在這間飯店睡得很好']","['', '4.9非常好\xa0|\xa0932 則評論']","['Kh Yeh""客廳有沙發電視，有小孩喜歡的廚房組跟小溜滑梯，還有一些小玩具桌遊類可以玩。""', 'Ho Sikar""一定要入住這間酒店 去感受 這房子的魅力 及感受 房東的精心打造。👍👍👍']"
德立莊博愛館Midtown Richardson BoAi,3 星級飯店807台灣高雄市三民區博愛一路338號•+886 7 323 8777,"['停車場停車場在 204 則 Google 評論中有提到71% 的評論持負面評價 ', '浴室浴室在 288 則 Google 評論中有提到69% 的評論持負面評價 ', '大眾運輸大眾運輸在 142 則 Google 評論中有提到83% 的評論持正面評價 ', '地點地點在 270 則 Google 評論中有提到79% 的評論持正面評價 ', '早餐早餐在 161 則 Google 評論中有提到47% 的評論持負面評價 ', '清潔清潔在 406 則 Google 評論中有提到74% 的評論持正面評價 ', '商務設施商務設施在 69 則 Google 評論中有提到61% 的評論持正面評價 ', '住宿住宿在 186 則 Google 評論中有提到55% 的評論持負面評價 ', '設施設施在 435 則 Google 評論中有提到54% 的評論持正面評價 ', '服務服務在 262 則 Google 評論中有提到56% 的評論持正面評價 ', '家庭料理家庭料理在 41 則 Google 評論中有提到51% 的評論持負面評價 ', '餐廳餐廳在 63 則 Google 評論中有提到48% 的評論持負面評價 ', '設施設施在 106 則 Google 評論中有提到55% 的評論持負面評價 ', '無障礙設施無障礙設施在 32 則 Google 評論中有提到62% 的評論持負面評價 ', 'Wi-FiWi-Fi在 24 則 Google 評論中有提到75% 的評論持負面評價 ', '空調空調在 37 則 Google 評論中有提到59% 的評論持負面評價 ', '氣氛氣氛在 60 則 Google 評論中有提到85% 的評論持正面評價 ', '餐飲餐飲在 38 則 Google 評論中有提到47% 的評論持正面評價 ', '酒吧酒吧在 19 則 Google 評論中有提到53% 的評論持正面評價 ', '娛樂娛樂在 15 則 Google 評論中有提到47% 的評論持負面評價 ', '安全安全在 10 則 Google 評論中有提到40% 的評論持正面評價 ', '廚房廚房在 11 則 Google 評論中有提到64% 的評論持負面評價 ', '寵物寵物在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '夫妻/情侶夫妻/情侶在 5 則 Google 評論中有提到80% 的評論持負面評價 ', '夜生活夜生活在 9 則 Google 評論中有提到78% 的評論持負面評價 ', '健身健身在 5 則 Google 評論中有提到80% 的評論持負面評價 ', '停車場停車場在 204 則 Google 評論中有提到71% 的評論持負面評價 ', '浴室浴室在 288 則 Google 評論中有提到69% 的評論持負面評價 ', '大眾運輸大眾運輸在 142 則 Google 評論中有提到83% 的評論持正面評價 ', '地點地點在 270 則 Google 評論中有提到79% 的評論持正面評價 ', '早餐早餐在 161 則 Google 評論中有提到47% 的評論持負面評價 ', '清潔清潔在 406 則 Google 評論中有提到74% 的評論持正面評價 ', '商務設施商務設施在 69 則 Google 評論中有提到61% 的評論持正面評價 ', '住宿住宿在 186 則 Google 評論中有提到55% 的評論持負面評價 ', '設施設施在 435 則 Google 評論中有提到54% 的評論持正面評價 ', '服務服務在 262 則 Google 評論中有提到56% 的評論持正面評價 ', '家庭料理家庭料理在 41 則 Google 評論中有提到51% 的評論持負面評價 ', '餐廳餐廳在 63 則 Google 評論中有提到48% 的評論持負面評價 ', '設施設施在 106 則 Google 評論中有提到55% 的評論持負面評價 ', '無障礙設施無障礙設施在 32 則 Google 評論中有提到62% 的評論持負面評價 ', 'Wi-FiWi-Fi在 24 則 Google 評論中有提到75% 的評論持負面評價 ', '空調空調在 37 則 Google 評論中有提到59% 的評論持負面評價 ', '氣氛氣氛在 60 則 Google 評論中有提到85% 的評論持正面評價 ', '餐飲餐飲在 38 則 Google 評論中有提到47% 的評論持正面評價 ', '酒吧酒吧在 19 則 Google 評論中有提到53% 的評論持正面評價 ', '娛樂娛樂在 15 則 Google 評論中有提到47% 的評論持負面評價 ', '安全安全在 10 則 Google 評論中有提到40% 的評論持正面評價 ', '廚房廚房在 11 則 Google 評論中有提到64% 的評論持負面評價 ', '寵物寵物在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '夫妻/情侶夫妻/情侶在 5 則 Google 評論中有提到80% 的評論持負面評價 ', '夜生活夜生活在 9 則 Google 評論中有提到78% 的評論持負面評價 ', '健身健身在 5 則 Google 評論中有提到80% 的評論持負面評價 ']","在 2,665 則評論中，獲得 3.9 顆星 (滿分為 5 顆星)。良好。",,"['地點絕佳 : 房客喜歡這間飯店的地點', '奢華風格 : 房客喜歡這間飯店的奢華氛圍']","['', '3.9良好\xa0|\xa02,665 則評論']","['花建佑""飯店環境不錯，房間很舒適，蠻現代化的商旅，值得推薦，有機會再來住宿。""', 'Lee Plan""食材 湯頭 還不錯 但是飲料選擇 不是無糖的煎茶就是酸的水果醋......選擇太少""', 'Mariano Lu""超級舒服的床跟枕頭，棉被輕薄、舒服，早餐沒有幾樣可以選擇，不過感覺樓下火鍋很讚。""']"
幸福199民宿,3 星級飯店950台灣台東市悟州街19巷9號 Taydun•+886 972 311 566,"['設施設施在 12 則 Google 評論中有提到83% 的評論持正面評價 ', '清潔清潔在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 12 則 Google 評論中有提到83% 的評論持正面評價 ', '清潔清潔在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 60 則評論中，獲得 4.5 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費 Wi-Fi : 在附近類似的飯店中，有 50% 免費提供 Wi-Fi', '免費早餐 : 在附近類似的飯店中，只有 25% 免費提供早餐', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.5非常好\xa0|\xa060 則評論']","['辜信豪""服務親切、介紹房間時還有介紹當地景點、價格公道。""', 'Soon HongWei""老闆和老闆娘很熱心，民宿照顧得很乾淨很漂亮 設備應有盡有 真的很棒 謝謝您們""', '陳文禮""很棒的住宿地方 設計很美""']"
遊橘露營區,312台灣新竹縣橫山鄉112-6號•+886 972 772 325,"['大自然大自然在 15 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 15 則 Google 評論中有提到93% 的評論持正面評價 ', '設施設施在 10 則 Google 評論中有提到80% 的評論持正面評價 ', '清潔清潔在 32 則 Google 評論中有提到88% 的評論持正面評價 ', '服務服務在 18 則 Google 評論中有提到89% 的評論持正面評價 ', '浴室浴室在 46 則 Google 評論中有提到63% 的評論持正面評價 ', '住宿住宿在 7 則 Google 評論中有提到57% 的評論持負面評價 ', '健身健身在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '地點地點在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '廚房廚房在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '大自然大自然在 15 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 15 則 Google 評論中有提到93% 的評論持正面評價 ', '設施設施在 10 則 Google 評論中有提到80% 的評論持正面評價 ', '清潔清潔在 32 則 Google 評論中有提到88% 的評論持正面評價 ', '服務服務在 18 則 Google 評論中有提到89% 的評論持正面評價 ', '浴室浴室在 46 則 Google 評論中有提到63% 的評論持正面評價 ', '住宿住宿在 7 則 Google 評論中有提到57% 的評論持負面評價 ', '健身健身在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '地點地點在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '廚房廚房在 5 則 Google 評論中有提到60% 的評論持正面評價 ']",在 243 則評論中，獲得 4.3 顆星 (滿分為 5 顆星)。很好。,,[],"['', '4.3很好\xa0|\xa0243 則評論']","['老頑童""營地不大不過蠻清幽，老闆，老闆娘很親切，廁所乾淨，浴室乾濕分離，適合放鬆心情""', '趙顯文""環境乾淨，盥洗設施完備，也有小朋友的遊樂器材，很適合親子露友""', 'Marks籃球""場地寬敞，營主熱情，飼養寵物非常愛心及專業昆蟲知識，浴室相當乾淨乾濕分離""']"
雀客旅館高雄愛河(原：賀喔文旅)防疫旅館,3 星級飯店803台灣高雄市鹽埕區七賢三路278號•+886 7 551 9292,"['寵物寵物在 41 則 Google 評論中有提到61% 的評論持正面評價 ', '服務服務在 184 則 Google 評論中有提到71% 的評論持正面評價 ', '大自然大自然在 19 則 Google 評論中有提到95% 的評論持正面評價 ', '地點地點在 95 則 Google 評論中有提到87% 的評論持正面評價 ', '早餐早餐在 58 則 Google 評論中有提到72% 的評論持正面評價 ', 'Wi-FiWi-Fi在 19 則 Google 評論中有提到37% 的評論持負面評價 ', '清潔清潔在 139 則 Google 評論中有提到75% 的評論持正面評價 ', '餐飲餐飲在 42 則 Google 評論中有提到83% 的評論持正面評價 ', '設施設施在 58 則 Google 評論中有提到47% 的評論持正面評價 ', '家庭料理家庭料理在 20 則 Google 評論中有提到45% 的評論持正面評價 ', '設施設施在 158 則 Google 評論中有提到58% 的評論持正面評價 ', '住宿住宿在 48 則 Google 評論中有提到60% 的評論持負面評價 ', '停車場停車場在 29 則 Google 評論中有提到52% 的評論持正面評價 ', '浴室浴室在 43 則 Google 評論中有提到58% 的評論持負面評價 ', '餐廳餐廳在 21 則 Google 評論中有提到90% 的評論持正面評價 ', '無障礙設施無障礙設施在 10 則 Google 評論中有提到60% 的評論持負面評價 ', '廚房廚房在 9 則 Google 評論中有提到44% 的評論持負面評價 ', '商務設施商務設施在 11 則 Google 評論中有提到82% 的評論持正面評價 ', '大眾運輸大眾運輸在 12 則 Google 評論中有提到50% 的評論持正面評價 ', '氣氛氣氛在 17 則 Google 評論中有提到88% 的評論持正面評價 ', '空調空調在 9 則 Google 評論中有提到78% 的評論持負面評價 ', '娛樂娛樂在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '酒吧酒吧在 7 則 Google 評論中有提到57% 的評論持正面評價 ', '夜生活夜生活在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '寵物寵物在 41 則 Google 評論中有提到61% 的評論持正面評價 ', '服務服務在 184 則 Google 評論中有提到71% 的評論持正面評價 ', '大自然大自然在 19 則 Google 評論中有提到95% 的評論持正面評價 ', '地點地點在 95 則 Google 評論中有提到87% 的評論持正面評價 ', '早餐早餐在 58 則 Google 評論中有提到72% 的評論持正面評價 ', 'Wi-FiWi-Fi在 19 則 Google 評論中有提到37% 的評論持負面評價 ', '清潔清潔在 139 則 Google 評論中有提到75% 的評論持正面評價 ', '餐飲餐飲在 42 則 Google 評論中有提到83% 的評論持正面評價 ', '設施設施在 58 則 Google 評論中有提到47% 的評論持正面評價 ', '家庭料理家庭料理在 20 則 Google 評論中有提到45% 的評論持正面評價 ', '設施設施在 158 則 Google 評論中有提到58% 的評論持正面評價 ', '住宿住宿在 48 則 Google 評論中有提到60% 的評論持負面評價 ', '停車場停車場在 29 則 Google 評論中有提到52% 的評論持正面評價 ', '浴室浴室在 43 則 Google 評論中有提到58% 的評論持負面評價 ', '餐廳餐廳在 21 則 Google 評論中有提到90% 的評論持正面評價 ', '無障礙設施無障礙設施在 10 則 Google 評論中有提到60% 的評論持負面評價 ', '廚房廚房在 9 則 Google 評論中有提到44% 的評論持負面評價 ', '商務設施商務設施在 11 則 Google 評論中有提到82% 的評論持正面評價 ', '大眾運輸大眾運輸在 12 則 Google 評論中有提到50% 的評論持正面評價 ', '氣氛氣氛在 17 則 Google 評論中有提到88% 的評論持正面評價 ', '空調空調在 9 則 Google 評論中有提到78% 的評論持負面評價 ', '娛樂娛樂在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '酒吧酒吧在 7 則 Google 評論中有提到57% 的評論持正面評價 ', '夜生活夜生活在 5 則 Google 評論中有提到80% 的評論持正面評價 ']","在 1,139 則評論中，獲得 4.1 顆星 (滿分為 5 顆星)。很好。",,"['鄰近駁二藝術特區 : 房客喜歡這間飯店，因為這裡鄰近駁二藝術特區', '餐點一流 : 房客很喜歡這間飯店提供的餐飲服務', '受商務旅客歡迎 : 商務旅客很喜歡這間飯店']","['', '4.1很好\xa0|\xa01,139 則評論']","['張月英""服務人員很友善 房間乾淨 附近景點美食很多 早上吃早餐的餐廳還可以看到愛河風景""', 'Tzuli Yen""環境優雅 ，景色宜人，渡假休閒最佳選擇。櫃台工作人員服務親切，熱誠，專業。""', 'Yi-Cheng Liu""一切都符合期待 除了WiFi很不穩 手機訊號也很差 中華跟台灣大訊號都不好""']"
品沐house -花蓮民宿,970台灣花蓮縣花蓮市中山路155號•+886 903 318 521,"['地點地點在 76 則 Google 評論中有提到93% 的評論持正面評價 ', '浴室浴室在 42 則 Google 評論中有提到64% 的評論持正面評價 ', '停車場停車場在 24 則 Google 評論中有提到38% 的評論持中立評價 ', '清潔清潔在 83 則 Google 評論中有提到94% 的評論持正面評價 ', '設施設施在 73 則 Google 評論中有提到93% 的評論持正面評價 ', '娛樂娛樂在 7 則 Google 評論中有提到57% 的評論持正面評價 ', '住宿住宿在 26 則 Google 評論中有提到65% 的評論持正面評價 ', '服務服務在 41 則 Google 評論中有提到95% 的評論持正面評價 ', '無障礙設施無障礙設施在 8 則 Google 評論中有提到50% 的評論持正面評價 ', '氣氛氣氛在 23 則 Google 評論中有提到96% 的評論持正面評價 ', '設施設施在 16 則 Google 評論中有提到56% 的評論持正面評價 ', '餐飲餐飲在 10 則 Google 評論中有提到80% 的評論持正面評價 ', '早餐早餐在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '地點地點在 76 則 Google 評論中有提到93% 的評論持正面評價 ', '浴室浴室在 42 則 Google 評論中有提到64% 的評論持正面評價 ', '停車場停車場在 24 則 Google 評論中有提到38% 的評論持中立評價 ', '清潔清潔在 83 則 Google 評論中有提到94% 的評論持正面評價 ', '設施設施在 73 則 Google 評論中有提到93% 的評論持正面評價 ', '娛樂娛樂在 7 則 Google 評論中有提到57% 的評論持正面評價 ', '住宿住宿在 26 則 Google 評論中有提到65% 的評論持正面評價 ', '服務服務在 41 則 Google 評論中有提到95% 的評論持正面評價 ', '無障礙設施無障礙設施在 8 則 Google 評論中有提到50% 的評論持正面評價 ', '氣氛氣氛在 23 則 Google 評論中有提到96% 的評論持正面評價 ', '設施設施在 16 則 Google 評論中有提到56% 的評論持正面評價 ', '餐飲餐飲在 10 則 Google 評論中有提到80% 的評論持正面評價 ', '早餐早餐在 5 則 Google 評論中有提到60% 的評論持正面評價 ']",在 248 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '鄰近東大門夜市 : 房客喜歡這間飯店，因為這裡鄰近東大門夜市']","['', '4.7非常好\xa0|\xa0248 則評論']","['LIN LIU""，也有公共休息空間，休息空間提供茶包跟咖啡以及桌椅跟電視，固定沒有提供早餐唷！""', '芽芽""地點很棒在市中心，離東大門夜市走路只要五分鐘，房間很乾淨且設備齊全""', '林淑貞""整體空間規劃設計很好，店家服務到位，只是浴廁水管有異味很重（三樓前面那間）""']"
米花弄,2 星級飯店700台灣台南市中西區大智街52-7號•+886 6 512 2333,"['酒吧酒吧在 10 則 Google 評論中有提到80% 的評論持正面評價 ', '餐飲餐飲在 7 則 Google 評論中有提到71% 的評論持正面評價 ', '浴室浴室在 10 則 Google 評論中有提到50% 的評論持正面評價 ', '住宿住宿在 10 則 Google 評論中有提到50% 的評論持負面評價 ', '設施設施在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '地點地點在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 16 則 Google 評論中有提到69% 的評論持正面評價 ', '清潔清潔在 13 則 Google 評論中有提到77% 的評論持正面評價 ', '服務服務在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '酒吧酒吧在 10 則 Google 評論中有提到80% 的評論持正面評價 ', '餐飲餐飲在 7 則 Google 評論中有提到71% 的評論持正面評價 ', '浴室浴室在 10 則 Google 評論中有提到50% 的評論持正面評價 ', '住宿住宿在 10 則 Google 評論中有提到50% 的評論持負面評價 ', '設施設施在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '地點地點在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 16 則 Google 評論中有提到69% 的評論持正面評價 ', '清潔清潔在 13 則 Google 評論中有提到77% 的評論持正面評價 ', '服務服務在 5 則 Google 評論中有提到60% 的評論持正面評價 ']",在 61 則評論中，獲得 4.4 顆星 (滿分為 5 顆星)。很好。,,[],"['', '4.4很好\xa0|\xa061 則評論']","['Jung Peng Chen""房間很大，還貼心附飲料點心，隔音較差 很適合四個家庭出遊包棟""', '陳雅婷""隔音差 沒電梯樓梯又窄 房間燈泡壞了也不換～ 也沒照片中那麼漂亮""', '梁穎媛""很溫馨的佈置，大廳有餅乾,咖啡免費供應 床軟硬適中，枕頭躺了也很舒服❤️""']"
富康精彩旅店,3 星級飯店220台灣新北市板橋區文化路二段171號•+886 2 2255 6336,"['娛樂娛樂在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '商務設施商務設施在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '清潔清潔在 26 則 Google 評論中有提到69% 的評論持正面評價 ', '設施設施在 31 則 Google 評論中有提到52% 的評論持正面評價 ', '服務服務在 18 則 Google 評論中有提到67% 的評論持正面評價 ', '浴室浴室在 10 則 Google 評論中有提到80% 的評論持正面評價 ', '住宿住宿在 8 則 Google 評論中有提到62% 的評論持負面評價 ', '設施設施在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '地點地點在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '娛樂娛樂在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '商務設施商務設施在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '清潔清潔在 26 則 Google 評論中有提到69% 的評論持正面評價 ', '設施設施在 31 則 Google 評論中有提到52% 的評論持正面評價 ', '服務服務在 18 則 Google 評論中有提到67% 的評論持正面評價 ', '浴室浴室在 10 則 Google 評論中有提到80% 的評論持正面評價 ', '住宿住宿在 8 則 Google 評論中有提到62% 的評論持負面評價 ', '設施設施在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '地點地點在 8 則 Google 評論中有提到75% 的評論持正面評價 ']",在 185 則評論中，獲得 3.8 顆星 (滿分為 5 顆星)。良好。,,"['服務親切 : 房客喜歡這間飯店的服務', '評價絕佳的衛浴設備 : 房客喜歡這間飯店的浴室和盥洗用品']","['', '3.8良好\xa0|\xa0185 則評論']","['Shermie J""旅店店員服務品質非常好，房間乾淨，鄰近臺北市與高鐵板橋站，價格非常親民！！""', '許忠信""樓下鄰麥當勞，早餐給麥當勞餐卷， 離捷運江翠站很近，很方便""', 'Louise kaufmann""好的住宿 回到大廳，櫃檯一如既往的沒什麼服務，不協助處理問題。""']"
墾丁波希米亞渡假會館（屏東縣民宿0467號）,3 星級飯店946台灣屏東縣恆春鎮砂尾路61-7號•+886 8 886 7826,"['氣氛氣氛在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '清潔清潔在 15 則 Google 評論中有提到93% 的評論持正面評價 ', '早餐早餐在 10 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 16 則 Google 評論中有提到81% 的評論持正面評價 ', '健身健身在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到50% 的評論持正面評價 ', '餐飲餐飲在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '氣氛氣氛在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '清潔清潔在 15 則 Google 評論中有提到93% 的評論持正面評價 ', '早餐早餐在 10 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 16 則 Google 評論中有提到81% 的評論持正面評價 ', '健身健身在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到50% 的評論持正面評價 ', '餐飲餐飲在 6 則 Google 評論中有提到83% 的評論持正面評價 ']",在 100 則評論中，獲得 4.6 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '餐廳 : 在附近類似的飯店中，只有 23% 設有餐廳', '評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店']","['', '4.6非常好\xa0|\xa0100 則評論']","['鍾慧美""小孩可以玩水、打球、放風箏，環境真是太棒了，與家人、朋友同樂放鬆的好地方""', '蔡昀芷""櫃檯態度親切，房間整潔但稍嫌老舊，濕氣略重且有味道，對味道敏感的旅客建議三思。""', '崔漢雄""老闆親切 熱誠，服務好， 不宰客，乾淨，衛生，場地超大，價格公道。""']"
春風草堂民宿,264台灣宜蘭縣員山鄉尚深路142巷16號•+886 3 922 9893,"['早餐早餐在 9 則 Google 評論中有提到89% 的評論持正面評價 ', '服務服務在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '早餐早餐在 9 則 Google 評論中有提到89% 的評論持正面評價 ', '服務服務在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到83% 的評論持正面評價 ']",在 77 則評論中，獲得 4.5 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.5非常好\xa0|\xa077 則評論']","['yu wan tsai""老闆全家都很親切, 有吹氣泳池可讓小朋友玩水，老闆還會送水果。""', 'LIU JAN""多年前前往住宿，老闆娘親切，早餐充滿家的味道，自家釀的醋飲非常順口好喝👍', 'Lin 2121""適合親子，環境優美，設備完善，服務親切""']"
Stanley Camp,"34 號, 東河鄉台灣 959•+886 988 658 437",[],在 9 則評論中，獲得 4.6 顆星 (滿分為 5 顆星)。非常好。,,[],"['', '4.6非常好\xa0|\xa09 則評論']","['張孟惠""衛生舒適又有自然天成的椰林海景和農園使人輕鬆入眠，完全放鬆""', '賓澤歐""街景上發現這是個擁有美麗景色的好地方！""', '沈佑婷""風景美，前後有山有海！""']"
七里霧民宿(7milefog B&B),981台灣花蓮縣玉里鎮四鄰石崗53-1號•+886 905 320 688,"['設施設施在 17 則 Google 評論中有提到100% 的評論持正面評價 ', '大自然大自然在 15 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 13 則 Google 評論中有提到92% 的評論持正面評價 ', '設施設施在 13 則 Google 評論中有提到77% 的評論持正面評價 ', '住宿住宿在 9 則 Google 評論中有提到78% 的評論持正面評價 ', '早餐早餐在 8 則 Google 評論中有提到62% 的評論持正面評價 ', '服務服務在 8 則 Google 評論中有提到50% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 17 則 Google 評論中有提到100% 的評論持正面評價 ', '大自然大自然在 15 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 13 則 Google 評論中有提到92% 的評論持正面評價 ', '設施設施在 13 則 Google 評論中有提到77% 的評論持正面評價 ', '住宿住宿在 9 則 Google 評論中有提到78% 的評論持正面評價 ', '早餐早餐在 8 則 Google 評論中有提到62% 的評論持正面評價 ', '服務服務在 8 則 Google 評論中有提到50% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 126 則評論中，獲得 4.5 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費停車場 : 在附近類似的飯店中，有 52% 提供免費停車', '可攜帶寵物 : 在附近類似的飯店中，只有 9% 允許攜帶寵物', '優質房型 : 房客喜歡這間飯店的客房', '奢華風格 : 房客喜歡這間飯店的奢華氛圍']","['', '4.5非常好\xa0|\xa0126 則評論']","['Helen Hsu""很棒!! 二樓四人房，從房間看出去的風景很讚!! 會想再次入住!!""', '詹景勛""景色很好，女主人認真接待。有許多國外旅客來訪，193很適合騎單車""', 'Eileen wu""親切的老闆娘 舒適悠閒的環境 雲霧繚繞的美景""']"
