hotelName,hotelDetail,comment_tag,summary,summery_description,summery_special_tag,summary_score_tag,summary_reviews
墾丁芙寶屋輕旅FuBao INN,946台灣屏東縣恆春鎮山腳路39-11號•+886 963 670 333,"['浴室浴室在 7 則 Google 評論中有提到43% 的評論持正面評價 ', '住宿住宿在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '浴室浴室在 7 則 Google 評論中有提到43% 的評論持正面評價 ', '住宿住宿在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到83% 的評論持正面評價 ']",在 20 則評論中，獲得 4.4 顆星 (滿分為 5 顆星)。很好。,,[],"['', '4.4很好\xa0|\xa020 則評論']","['葉士豪""新開幕⋯裝潢很有特色 頂樓又有一間獨立浪漫玻璃屋 非常喜歡""', '許家華""華儀初次到恆春住的民宿""', '小昭""房間乾淨 床很舒服 適合一整天都不出門""']"
台北燦路都飯店 ホテルサンルート台北,3 星級飯店10491台灣台北市中山區民權東路一段9號1-10F•+886 2 2597 3610,"['商務設施商務設施在 59 則 Google 評論中有提到58% 的評論持正面評價 ', '安全安全在 28 則 Google 評論中有提到79% 的評論持正面評價 ', '大眾運輸大眾運輸在 43 則 Google 評論中有提到77% 的評論持正面評價 ', '地點地點在 76 則 Google 評論中有提到80% 的評論持正面評價 ', '早餐早餐在 38 則 Google 評論中有提到61% 的評論持正面評價 ', '服務服務在 82 則 Google 評論中有提到72% 的評論持正面評價 ', '餐飲餐飲在 27 則 Google 評論中有提到81% 的評論持正面評價 ', '浴室浴室在 48 則 Google 評論中有提到50% 的評論持正面評價 ', '娛樂娛樂在 13 則 Google 評論中有提到77% 的評論持負面評價 ', '設施設施在 91 則 Google 評論中有提到59% 的評論持正面評價 ', '無障礙設施無障礙設施在 8 則 Google 評論中有提到50% 的評論持負面評價 ', '餐廳餐廳在 13 則 Google 評論中有提到69% 的評論持正面評價 ', '清潔清潔在 56 則 Google 評論中有提到86% 的評論持正面評價 ', '空調空調在 9 則 Google 評論中有提到44% 的評論持正面評價 ', '住宿住宿在 26 則 Google 評論中有提到58% 的評論持正面評價 ', '設施設施在 19 則 Google 評論中有提到68% 的評論持正面評價 ', '酒吧酒吧在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '氣氛氣氛在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '商務設施商務設施在 59 則 Google 評論中有提到58% 的評論持正面評價 ', '安全安全在 28 則 Google 評論中有提到79% 的評論持正面評價 ', '大眾運輸大眾運輸在 43 則 Google 評論中有提到77% 的評論持正面評價 ', '地點地點在 76 則 Google 評論中有提到80% 的評論持正面評價 ', '早餐早餐在 38 則 Google 評論中有提到61% 的評論持正面評價 ', '服務服務在 82 則 Google 評論中有提到72% 的評論持正面評價 ', '餐飲餐飲在 27 則 Google 評論中有提到81% 的評論持正面評價 ', '浴室浴室在 48 則 Google 評論中有提到50% 的評論持正面評價 ', '娛樂娛樂在 13 則 Google 評論中有提到77% 的評論持負面評價 ', '設施設施在 91 則 Google 評論中有提到59% 的評論持正面評價 ', '無障礙設施無障礙設施在 8 則 Google 評論中有提到50% 的評論持負面評價 ', '餐廳餐廳在 13 則 Google 評論中有提到69% 的評論持正面評價 ', '清潔清潔在 56 則 Google 評論中有提到86% 的評論持正面評價 ', '空調空調在 9 則 Google 評論中有提到44% 的評論持正面評價 ', '住宿住宿在 26 則 Google 評論中有提到58% 的評論持正面評價 ', '設施設施在 19 則 Google 評論中有提到68% 的評論持正面評價 ', '酒吧酒吧在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '氣氛氣氛在 6 則 Google 評論中有提到67% 的評論持正面評價 ']",在 632 則評論中，獲得 4.1 顆星 (滿分為 5 顆星)。很好。,,"['免費 Wi-Fi : 在附近類似的飯店中，有 85% 免費提供 Wi-Fi', '靠近大眾運輸站 : 房客很喜歡這間飯店，因為這裡鄰近大眾運輸系統', '地點絕佳 : 房客喜歡這間飯店的地點', '服務親切 : 房客喜歡這間飯店的服務']","['', '4.1很好\xa0|\xa0632 則評論']","['C.M. Liu""房間很小，就像日本一搬住家房間，浴室不是木板也不是磁磚，有像回媽媽家的感覺！""', 'Darla Yang""日式旅館，小而美，服務好，停車比較不方便""', 'Yu Sophia""地理位置在捷運民權西路站與中山國小站中間。""']"
墾丁船帆石風尚會館,3 星級飯店946台灣屏東縣恆春鎮船帆路676巷5-1號•+886 8 885 1196,"['清潔清潔在 26 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 35 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 15 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 22 則 Google 評論中有提到91% 的評論持正面評價 ', '餐廳餐廳在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '早餐早餐在 20 則 Google 評論中有提到85% 的評論持正面評價 ', '設施設施在 10 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '大自然大自然在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '停車場停車場在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '酒吧酒吧在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 26 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 35 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 15 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 22 則 Google 評論中有提到91% 的評論持正面評價 ', '餐廳餐廳在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '早餐早餐在 20 則 Google 評論中有提到85% 的評論持正面評價 ', '設施設施在 10 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '大自然大自然在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '停車場停車場在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '酒吧酒吧在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 6 則 Google 評論中有提到100% 的評論持正面評價 ']",在 141 則評論中，獲得 4.8 顆星 (滿分為 5 顆星)。非常好。,,"['評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '評價絕佳的衛浴設備 : 房客喜歡這間飯店的浴室和盥洗用品']","['', '4.8非常好\xa0|\xa0141 則評論']","['yu yu""還有迎賓飲料，早餐送到房間， 附近也有接送，服務良好， 超級推薦！""', '金剛豬""民宿乾淨舒適，設備新穎，停車方便，提供墾丁大街接駁，老闆很親切。下次還會再來。""', '鼎榮趙""老闆娘親戚，房間裝潢非常有質感。""']"
鞍馬山莊,2 星級飯店424台灣台中市和平區•+886 4 2522 9696,"['大自然大自然在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '大自然大自然在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 7 則 Google 評論中有提到100% 的評論持正面評價 ']",在 96 則評論中，獲得 4.2 顆星 (滿分為 5 顆星)。很好。,,[],"['', '4.2很好\xa0|\xa096 則評論']","['Max Wen""有素食套餐 (晚餐) 風景空氣都很好 不用出國 台灣就很美了""', 'Hsiao min Liu""環境清幽，適合渡假，惟餐食價格稍高，菜色不多""', 'YI PIN PAI""空氣好、風景秀麗、步道多、好走好逛！""']"
曼舒新城蔬食民宿,3 星級飯店97161台灣花蓮縣新城鄉中山路2-15號•+886 921 680 703,"['早餐早餐在 13 則 Google 評論中有提到92% 的評論持正面評價 ', '清潔清潔在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '服務服務在 11 則 Google 評論中有提到82% 的評論持正面評價 ', '住宿住宿在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '大自然大自然在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '地點地點在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '餐廳餐廳在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '餐飲餐飲在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 13 則 Google 評論中有提到92% 的評論持正面評價 ', '清潔清潔在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '服務服務在 11 則 Google 評論中有提到82% 的評論持正面評價 ', '住宿住宿在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '大自然大自然在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '地點地點在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '餐廳餐廳在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '餐飲餐飲在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 36 則評論中，獲得 4.8 顆星 (滿分為 5 顆星)。非常好。,,[],"['', '4.8非常好\xa0|\xa036 則評論']","['ivy swei""屋主夫妻很親切又貼心，房間很乾淨，附近環境清幽，靠近海邊，晚上看星星光害少，推。""', '王阿賀""雖是素食，餐點不馬乎很讚，待客親切，房內外清潔乾淨，還有桌遊供玩樂""', '武辰""感謝老闆和老闆娘的用心，讓我們有難忘的住宿體驗，之後有機會再帶家人朋友來玩！""']"
山頂洞人民宿,979台灣花蓮縣萬榮鄉紅葉村3鄰54之2號•+886 3 887 0219,[],在 2 則評論中，獲得 3.0 顆星 (滿分為 5 顆星)。一般。,,[],"['', '3.0一般\xa0|\xa02 則評論']",[]
Gohome回家民宿,803台灣高雄市鹽埕區公園二路139之3號•+886 970 615 115,"['早餐早餐在 27 則 Google 評論中有提到85% 的評論持正面評價 ', '家庭料理家庭料理在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 20 則 Google 評論中有提到100% 的評論持正面評價 ', '無障礙設施無障礙設施在 7 則 Google 評論中有提到71% 的評論持正面評價 ', '地點地點在 23 則 Google 評論中有提到96% 的評論持正面評價 ', '餐飲餐飲在 13 則 Google 評論中有提到92% 的評論持正面評價 ', '夜生活夜生活在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 37 則 Google 評論中有提到97% 的評論持正面評價 ', '餐廳餐廳在 9 則 Google 評論中有提到89% 的評論持正面評價 ', '設施設施在 39 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '浴室浴室在 9 則 Google 評論中有提到89% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '早餐早餐在 27 則 Google 評論中有提到85% 的評論持正面評價 ', '家庭料理家庭料理在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 20 則 Google 評論中有提到100% 的評論持正面評價 ', '無障礙設施無障礙設施在 7 則 Google 評論中有提到71% 的評論持正面評價 ', '地點地點在 23 則 Google 評論中有提到96% 的評論持正面評價 ', '餐飲餐飲在 13 則 Google 評論中有提到92% 的評論持正面評價 ', '夜生活夜生活在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 37 則 Google 評論中有提到97% 的評論持正面評價 ', '餐廳餐廳在 9 則 Google 評論中有提到89% 的評論持正面評價 ', '設施設施在 39 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '浴室浴室在 9 則 Google 評論中有提到89% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 11 則 Google 評論中有提到91% 的評論持正面評價 ']",在 147 則評論中，獲得 5.0 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '地點絕佳 : 房客喜歡這間飯店的地點', '睡得很安穩 : 房客表示他們在這間飯店睡得很好']","['', '5.0非常好\xa0|\xa0147 則評論']","['蔡欣妤""管家自己做的早餐很好吃，管家很親切 房間很新且乾淨床軟，隔音好 裝潢用心""', 'DEREK Huang""壁畫很好拍的合法民宿。頂樓的希臘風，瞬間好像飛到地中海，想來杯檸檬汁，曬曬太陽。""', 'wei lun huang""西子灣 有海灣景點可供飯後休閒 是你來高雄住宿唯一選擇""']"
花蓮五指山民宿(建林館),3 星級飯店970台灣花蓮縣花蓮市建林街53號•+886 937 533 101,"['清潔清潔在 14 則 Google 評論中有提到64% 的評論持正面評價 ', '浴室浴室在 8 則 Google 評論中有提到50% 的評論持正面評價 ', '住宿住宿在 11 則 Google 評論中有提到45% 的評論持正面評價 ', '設施設施在 9 則 Google 評論中有提到44% 的評論持正面評價 ', '服務服務在 9 則 Google 評論中有提到67% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到40% 的評論持正面評價 ', '地點地點在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 14 則 Google 評論中有提到64% 的評論持正面評價 ', '浴室浴室在 8 則 Google 評論中有提到50% 的評論持正面評價 ', '住宿住宿在 11 則 Google 評論中有提到45% 的評論持正面評價 ', '設施設施在 9 則 Google 評論中有提到44% 的評論持正面評價 ', '服務服務在 9 則 Google 評論中有提到67% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到40% 的評論持正面評價 ', '地點地點在 7 則 Google 評論中有提到100% 的評論持正面評價 ']",在 103 則評論中，獲得 4.0 顆星 (滿分為 5 顆星)。很好。,,[],"['', '4.0很好\xa0|\xa0103 則評論']","['Vicky L""位置適中，交通便利，房間乾淨，老闆一家人挺熱心，會推薦美味的小吃及好玩景點哦～""', '林伯育""床很好睡東西很棒浴室很美，有冰箱飲水機""', 'chan bowei""花蓮市遠東百貨愛買超市旁邊。交通方便。一到四樓民宿沒有電梯。""']"
你好哇寓所,803台灣高雄市鹽埕區大公路70巷8號•+886 932 828 922,[],在 28 則評論中，獲得 5.0 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '5.0非常好\xa0|\xa028 則評論']","['Yuni Tsou""很有特色的咖啡廳+民宿，老闆人很好👍', 'Kay 邱翌瑄Yi-Shaun""有吧台桌跟大桌面，很適合一個人的音樂工作，也多人討論聊天。""', 'Fuyao""環境很乾淨、距離捷運站很近、老闆人很好""']"
功勞埔的家,270台灣宜蘭縣蘇澳鎮存美路2號•+886 3 990 4925,[],在 19 則評論中，獲得 4.3 顆星 (滿分為 5 顆星)。很好。,,[],"['', '4.3很好\xa0|\xa019 則評論']","['Charles Oeng""很乾淨的房間，有專業級烤箱是烤披薩請客人，可惜我一人入住無口福。""', 'Ines""體驗在地生活超棒的，民宿也歡迎各國朋友光臨""', '陳煜凱""與外表不同，裡面房間暨乾淨又漂亮，老闆娘人也很好喔。""']"
The Hermit Inn,"No. 22, Lane 431, Sec. 2, 港埠路二段台中市台灣 435•+886 4 2657 8822",[],在 2 則評論中，獲得 5.0 顆星 (滿分為 5 顆星)。非常好。,,[],"['', '5.0非常好\xa0|\xa02 則評論']",[]
蘋果的家渡假別墅民宿,552台灣南投縣集集鎮民權路272號•+886 4 9276 0543,"['無障礙設施無障礙設施在 13 則 Google 評論中有提到69% 的評論持正面評價 ', '清潔清潔在 43 則 Google 評論中有提到93% 的評論持正面評價 ', '服務服務在 22 則 Google 評論中有提到100% 的評論持正面評價 ', '停車場停車場在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '大眾運輸大眾運輸在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 17 則 Google 評論中有提到94% 的評論持正面評價 ', '設施設施在 29 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 7 則 Google 評論中有提到71% 的評論持正面評價 ', '住宿住宿在 17 則 Google 評論中有提到59% 的評論持正面評價 ', '浴室浴室在 9 則 Google 評論中有提到44% 的評論持正面評價 ', '早餐早餐在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '氣氛氣氛在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '無障礙設施無障礙設施在 13 則 Google 評論中有提到69% 的評論持正面評價 ', '清潔清潔在 43 則 Google 評論中有提到93% 的評論持正面評價 ', '服務服務在 22 則 Google 評論中有提到100% 的評論持正面評價 ', '停車場停車場在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '大眾運輸大眾運輸在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 17 則 Google 評論中有提到94% 的評論持正面評價 ', '設施設施在 29 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 7 則 Google 評論中有提到71% 的評論持正面評價 ', '住宿住宿在 17 則 Google 評論中有提到59% 的評論持正面評價 ', '浴室浴室在 9 則 Google 評論中有提到44% 的評論持正面評價 ', '早餐早餐在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '氣氛氣氛在 9 則 Google 評論中有提到100% 的評論持正面評價 ']",在 143 則評論中，獲得 4.4 顆星 (滿分為 5 顆星)。很好。,,"['鄰近日月潭 : 房客喜歡這間飯店，因為這裡鄰近日月潭', '評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意']","['', '4.4很好\xa0|\xa0143 則評論']","['HANSboy0519""有著簡單乾淨的環境 方便的電梯，安靜的空間 交誼廳舒適簡約 讓人能放鬆心情的地方""', '李明華""香蕉。春天有櫻花，蘋果花可賞。離車站不遠，老闆還會開車接送，超讚。""', '游明星""每次客人退房老闆娘認真晒被，枕頭等，注重衛生。""']"
名都觀光渡假大飯店,4 星級飯店602台灣嘉義縣番路鄉28號•+886 5 271 2658,"['大自然大自然在 21 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 38 則 Google 評論中有提到97% 的評論持正面評價 ', '停車場停車場在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 19 則 Google 評論中有提到89% 的評論持正面評價 ', '夜生活夜生活在 21 則 Google 評論中有提到95% 的評論持正面評價 ', '設施設施在 88 則 Google 評論中有提到88% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 12 則 Google 評論中有提到83% 的評論持正面評價 ', '服務服務在 94 則 Google 評論中有提到87% 的評論持正面評價 ', '地點地點在 20 則 Google 評論中有提到80% 的評論持正面評價 ', '健康與保健健康與保健在 17 則 Google 評論中有提到82% 的評論持正面評價 ', '清潔清潔在 41 則 Google 評論中有提到85% 的評論持正面評價 ', '餐飲餐飲在 57 則 Google 評論中有提到75% 的評論持正面評價 ', '早餐早餐在 21 則 Google 評論中有提到71% 的評論持正面評價 ', '酒吧酒吧在 19 則 Google 評論中有提到68% 的評論持正面評價 ', '餐廳餐廳在 10 則 Google 評論中有提到60% 的評論持正面評價 ', '浴室浴室在 14 則 Google 評論中有提到64% 的評論持正面評價 ', '健身健身在 25 則 Google 評論中有提到68% 的評論持正面評價 ', '設施設施在 22 則 Google 評論中有提到50% 的評論持正面評價 ', '住宿住宿在 16 則 Google 評論中有提到50% 的評論持正面評價 ', '游泳池游泳池在 14 則 Google 評論中有提到57% 的評論持正面評價 ', '夫妻/情侶夫妻/情侶在 9 則 Google 評論中有提到78% 的評論持正面評價 ', '廚房廚房在 8 則 Google 評論中有提到50% 的評論持正面評價 ', '空調空調在 7 則 Google 評論中有提到71% 的評論持負面評價 ', '健身房健身房在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '大自然大自然在 21 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 38 則 Google 評論中有提到97% 的評論持正面評價 ', '停車場停車場在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 19 則 Google 評論中有提到89% 的評論持正面評價 ', '夜生活夜生活在 21 則 Google 評論中有提到95% 的評論持正面評價 ', '設施設施在 88 則 Google 評論中有提到88% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 12 則 Google 評論中有提到83% 的評論持正面評價 ', '服務服務在 94 則 Google 評論中有提到87% 的評論持正面評價 ', '地點地點在 20 則 Google 評論中有提到80% 的評論持正面評價 ', '健康與保健健康與保健在 17 則 Google 評論中有提到82% 的評論持正面評價 ', '清潔清潔在 41 則 Google 評論中有提到85% 的評論持正面評價 ', '餐飲餐飲在 57 則 Google 評論中有提到75% 的評論持正面評價 ', '早餐早餐在 21 則 Google 評論中有提到71% 的評論持正面評價 ', '酒吧酒吧在 19 則 Google 評論中有提到68% 的評論持正面評價 ', '餐廳餐廳在 10 則 Google 評論中有提到60% 的評論持正面評價 ', '浴室浴室在 14 則 Google 評論中有提到64% 的評論持正面評價 ', '健身健身在 25 則 Google 評論中有提到68% 的評論持正面評價 ', '設施設施在 22 則 Google 評論中有提到50% 的評論持正面評價 ', '住宿住宿在 16 則 Google 評論中有提到50% 的評論持正面評價 ', '游泳池游泳池在 14 則 Google 評論中有提到57% 的評論持正面評價 ', '夫妻/情侶夫妻/情侶在 9 則 Google 評論中有提到78% 的評論持正面評價 ', '廚房廚房在 8 則 Google 評論中有提到50% 的評論持正面評價 ', '空調空調在 7 則 Google 評論中有提到71% 的評論持負面評價 ', '健身房健身房在 5 則 Google 評論中有提到80% 的評論持正面評價 ']",在 936 則評論中，獲得 4.1 顆星 (滿分為 5 顆星)。很好。,,"['水療中心 : 這是附近少數價位低於 $200 且提供 SPA 服務的飯店之一', '游泳池 : 在附近類似的飯店中，只有 20% 設有游泳池', '免費停車場 : 在附近類似的飯店中，有 73% 提供免費停車', '適合夜間出遊 : 房客喜歡這間飯店附近的夜景', '地點絕佳 : 房客喜歡這間飯店的地點', '健身中心 : 在附近類似的飯店中，只有 6% 設有健身房', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店']","['', '4.1很好\xa0|\xa0936 則評論']","['chih-chen wu""很清優，好停車，風景好，食物也可以，全家或家族聚會好地點。小朋友也有空間戲耍。""', '洪少筠""游泳池，三溫暖，室內有冷氣的兒童遊戲區，溜滑梯很滑，還有盪鞦韆，都很棒！""', 'John CHANG""幕當門 裡面沒梳子沒水沒椅子 真是有夠婁(low) 說到早餐更是比民宿還low""']"
皇賓別館,3 星級飯店807台灣高雄市三民區建國三路40號•+886 7 288 3173,[],在 7 則評論中，獲得 4.3 顆星 (滿分為 5 顆星)。很好。,,"['靠近大眾運輸站 : 房客很喜歡這間飯店，因為這裡鄰近大眾運輸系統', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.3很好\xa0|\xa07 則評論']","['廖庭玉""地點靠近高雄車站，捷運。生活功能極好。房間舒適，接待人員態度良好，親切。""', '黃麗蓉""交通方便 房間乾淨整齊 去六合夜市、美麗島站 走路即到""']"
旅人藝棧 So Art Guesthouse,3 星級飯店367台灣苗栗縣三義鄉廣聲新城11巷1號•+886 988 197 761,"['浴室浴室在 10 則 Google 評論中有提到60% 的評論持正面評價 ', '設施設施在 11 則 Google 評論中有提到82% 的評論持正面評價 ', '清潔清潔在 26 則 Google 評論中有提到85% 的評論持正面評價 ', '早餐早餐在 12 則 Google 評論中有提到67% 的評論持正面評價 ', '住宿住宿在 9 則 Google 評論中有提到56% 的評論持正面評價 ', '服務服務在 17 則 Google 評論中有提到76% 的評論持正面評價 ', '設施設施在 21 則 Google 評論中有提到86% 的評論持正面評價 ', '地點地點在 6 則 Google 評論中有提到50% 的評論持中立評價 ', '氣氛氣氛在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 10 則 Google 評論中有提到60% 的評論持正面評價 ', '設施設施在 11 則 Google 評論中有提到82% 的評論持正面評價 ', '清潔清潔在 26 則 Google 評論中有提到85% 的評論持正面評價 ', '早餐早餐在 12 則 Google 評論中有提到67% 的評論持正面評價 ', '住宿住宿在 9 則 Google 評論中有提到56% 的評論持正面評價 ', '服務服務在 17 則 Google 評論中有提到76% 的評論持正面評價 ', '設施設施在 21 則 Google 評論中有提到86% 的評論持正面評價 ', '地點地點在 6 則 Google 評論中有提到50% 的評論持中立評價 ', '氣氛氣氛在 7 則 Google 評論中有提到100% 的評論持正面評價 ']",在 111 則評論中，獲得 4.6 顆星 (滿分為 5 顆星)。非常好。,,[],"['', '4.6非常好\xa0|\xa0111 則評論']","['Kerwin Lo""201號房 住宿環境漂亮乾淨舒適 浴室設備也很棒 早餐有三明治 豆漿和水果""', 'YL""公共區域有冰箱、微波爐、碗盤餐具供使用，也有少許泡麵餅乾可以購買。""', 'Max Fan""佈置很有藝術感，房間格局方正，室內空間大，老闆夫妻有用心經營""']"
Fly Inn,"2 星級飯店103台灣台北市 Taipei, 華陰街179號•+886 2 2555 3417","['地點地點在 8 則 Google 評論中有提到38% 的評論持中立評價 ', '設施設施在 7 則 Google 評論中有提到71% 的評論持負面評價 ', '服務服務在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '地點地點在 8 則 Google 評論中有提到38% 的評論持中立評價 ', '設施設施在 7 則 Google 評論中有提到71% 的評論持負面評價 ', '服務服務在 5 則 Google 評論中有提到60% 的評論持負面評價 ']",在 32 則評論中，獲得 3.0 顆星 (滿分為 5 顆星)。一般。,,"['免費 Wi-Fi : 在附近類似的飯店中，有 90% 免費提供 Wi-Fi', '靠近大眾運輸站 : 房客很喜歡這間飯店，因為這裡鄰近大眾運輸系統']","['', '3.0一般\xa0|\xa032 則評論']","['宋培中""很方便，有些地點要靠自己摸索。""', 'Annie Wu""半夜敲敲打打的，房間也不乾淨""']"
金門青花瓷民宿,892金門縣金寧鄉安岐 1-6 號•+886 8 232 1727,"['設施設施在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到80% 的評論持正面評價 ']",在 38 則評論中，獲得 4.5 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '空調 : 在附近類似的飯店中，只有 23% 設有空調']","['', '4.5非常好\xa0|\xa038 則評論']","['tina惠櫻 Huang""房間乾淨, 服務親切, 茶點不錯吃, 老闆娘的畫工了得""', 'Tsa Chini""洋樓式閩南建築,老板莊先生平易近人,住起來有家的感覺""', 'Emma Chen""民宿主人非常好，沒遇到他交付房費，他還很放心的叫我寄給我們都熟識的鄰居。""']"
